,ES1 Index,NQ1 Index,Z 1 Index,VG1 Index,XU1 Index,NK1 Index,CL1 Comdty,CO1 Comdty,NG1 Comdty,XB1 Comdty,HO1 Comdty,HG1 Comdty,LA1 Comdty,LX1 Comdty,C 1 Comdty,S 1 Comdty,BO1 Comdty,LC1 Comdty,W 1 Comdty,GC1 Comdty,PL1 Comdty,FV1 Comdty,TY1 Comdty,RX1 Comdty,JB1 Comdty,PnL,Pct_PnL,CumPnL
8/23/2019,428325,150090,868742.8665,209798.995,149875,393206.1865,54170,59340,21520,0,0,0,350850,225950,0,0,0,0,0,-152660,-256590,0,0,0,0,-24063.2,-0.000240632,0.667632257
8/26/2019,144162.5,151810,755930.2611,-211034.0479,174460,-191292.876,53640,58700,44600,0,0,0,-122437.5,57812.5,0,0,0,0,0,-152630,85780,0,0,0,0,-13119.07,-0.000131191,0.66754467
8/27/2019,143275,151255,748584.2148,212146.0775,175597.5,193096.9267,164790,178530,110100,0,0,0,-130706.25,-57043.75,0,0,0,0,0,154100,-260460,0,0,0,0,3771,3.77E-05,0.667569843
8/28/2019,144487.5,151985,757889.7805,212691.8216,511100,385978.138,-167340,-60490,45020,0,0,0,345000,56587.5,0,0,0,0,0,-307560,-227225,0,0,0,0,8105.07,8.11E-05,0.66762395
8/29/2019,439012.5,308480,824874.805,678683.1871,495430,384153.2107,-56710,-61080,-45920,0,0,0,389531.25,284125,0,0,0,0,0,-153050,-230000,0,0,0,0,3576.21,3.58E-05,0.667647826
8/30/2019,146237.5,153815,826974.3337,622655.2541,-162570,389348.8897,55100,120860,-22850,0,0,0,389812.5,110450,0,0,0,0,0,-152300,-232925,0,0,0,0,-115111.42,-0.001151114,0.666879287
9/2/2019,108900,95905,301736.2838,-218869.6445,177190,-193806.4759,-177760,-117320,-27920,0,0,0,-345800,56262.5,0,0,0,0,0,264640,53110,0,0,0,0,97026.08,0.000970261,0.667526334
9/3/2019,-145300,-152350,840509.8916,-217769.2728,190225,390032.0936,53940,116520,-47160,0,0,0,86612.5,110750,0,0,0,0,0,-154960,238900,0,0,0,0,21191.37,0.000211914,0.667667792
9/4/2019,440775,308910,297988.2478,218785.6819,178360,389134.3171,56260,60700,-48900,0,0,0,87700,58150,0,0,0,0,0,-310800,-196840,0,0,0,0,33459.77,0.000334598,0.667891192
9/5/2019,445800,314220,825141.8842,662637.0639,529055,394052.7399,56300,60950,48700,0,0,0,308525,235600,0,0,0,0,0,-151900,-192740,0,0,0,0,12414.35,0.000124144,0.667974106
9/6/2019,447112.5,314310,889461.0437,221570.4053,181707.5,396558.1743,56520,61540,-49920,0,0,0,-88462.5,58406.25,0,0,0,0,0,-301800,-191700,0,0,0,0,-3415.71,-3.42E-05,0.66795129
9/9/2019,-148912.5,-156615,-292908.6344,-600715.0615,-195650,-397799.3286,-173550,-62590,-51700,0,0,0,-311106.25,-115825,0,0,0,0,0,-150450,47635,0,0,0,0,-4125.07,-4.13E-05,0.667923737
9/10/2019,148925,156300,824186.2348,221796.6132,194075,397061.5585,-57400,-62380,-51600,0,0,0,134925,293000,0,0,0,0,0,-298540,-234150,0,0,0,0,18899,0.00018899,0.668049968
9/11/2019,150100,157795,297744.6049,223351.4986,193270,199962.9011,-167250,60810,-127600,0,0,0,-360000,-59037.5,0,0,0,0,0,-299320,-94020,0,0,0,0,12163.89,0.000121639,0.668131229
9/12/2019,150587.5,158430,-297689.5014,-224012.6525,-181675,201850.1388,-55090,-60380,-51480,0,0,0,132937.5,-117200,0,0,0,0,0,-300160,-238150,0,0,0,0,-3978.02,-3.98E-05,0.66810465
9/13/2019,150325,157720,884989.2009,-224672.6271,196035,201683.782,54850,60220,-52280,0,0,0,133293.75,59600,0,0,0,0,0,-149290,-238050,0,0,0,0,-38171.87,-0.000381719,0.667849622
9/16/2019,-149950,157130,-295571.555,-608981.0017,208612.5,-319679.343,-62900,-69020,134050,0,0,0,-352300,-118450,0,0,0,0,0,-150480,93920,0,0,0,0,-101915.51,-0.001019155,0.66716898
9/17/2019,150275,157805,292780,190842.5901,-205350,-201701.6554,178020,129100,53360,0,0,0,88725,117625,0,0,0,0,0,-150690,-236050,0,0,0,0,-6586.48,-6.59E-05,0.667125037
9/18/2019,150312.5,157885,938999.3586,192184.9501,206887.5,402028.5846,58110,63600,52740,0,0,0,309268.75,232325,0,0,0,0,0,-301820,-233650,0,0,0,0,10016.14,0.000100161,0.667191857
9/19/2019,150300,157925,940699.3454,611248.9811,206962.5,404925.0139,58130,64400,50760,0,0,0,312900,231700,0,0,0,0,0,-149950,-235600,0,0,0,0,-1702.49,-1.70E-05,0.667180498
9/20/2019,150680.5,157989.6,941048.2449,647217.9359,207037.5,407400.5206,174270,64280,126700,0,0,0,133912.5,289125,0,0,0,0,0,-150800,-47130,0,0,0,0,-114687.5,-0.001146875,0.666415326
9/23/2019,-149850,-157010,-293386.435,-544964.9777,-585230,-164026.9254,-175920,-194310,50540,0,0,0,-88812.5,-117150,0,0,0,0,0,152400,190780,0,0,0,0,-37728.18,-0.000377282,0.666163899
9/24/2019,-148512.5,-154705,871206.0543,191542.6497,-191870,204912.674,171870,189300,125150,0,0,0,306425,287093.75,0,0,0,0,0,-153260,-191080,0,0,0,0,-2501.84,-2.50E-05,0.666147233
9/25/2019,149312.5,156405,880049.3807,191519.693,191660,-202282.639,-56490,-62390,-50040,0,0,0,304281.25,230900,0,0,0,0,0,-301020,-46395,0,0,0,0,9628.24,9.63E-05,0.666211371
9/26/2019,149025,155745,890594.5814,193224.0637,192150,202726.514,56410,62740,-48560,0,0,0,86250,58412.5,0,0,0,0,0,-301580,-46805,0,0,0,0,7186.05,7.19E-05,0.666259245
9/27/2019,444562.5,462075,901623.0068,580804.3876,575610,404188.2876,55910,61910,48080,0,0,0,129206.25,234950,0,0,0,0,0,-299820,-46550,0,0,0,0,15780.34,0.000157803,0.666364383
9/30/2019,148925,155410,300410.9366,-554500.4129,203850,402664.6928,-54070,-60780,-139800,0,0,0,-85375,243150,0,0,0,0,0,146570,-220850,0,0,0,0,2462.19,2.46E-05,0.666380791
10/1/2019,587550,461730,952560.5593,642458.6115,421755,407795.8237,-160860,-58890,-68490,0,0,0,-129468.75,175462.5,0,0,0,0,0,-148200,-263880,0,0,0,0,-72875.13,-0.000728751,0.665895165
10/2/2019,576100,452775,1037088.515,621954.5579,554217.5,405112.8942,157920,173070,-44940,0,0,0,295706.25,235650,0,0,0,0,0,-300200,-88830,0,0,0,0,-7686.64,-7.69E-05,0.66584398
10/3/2019,-145587.5,-153170,914109.6335,-528062.0155,-188160,198933.7823,157350,115420,163030,0,0,0,298418.75,58437.5,0,0,0,0,0,-150710,-222250,0,0,0,0,8851.1,8.85E-05,0.665902914
10/7/2019,440625,464400,990848.4503,-188952.6935,-229032.5,-199328.7339,52750,58350,46060,0,0,0,-87062.5,57750,0,0,0,0,0,149770,-88320,0,0,0,0,-23106.09,-0.000231061,0.66574905
10/8/2019,433875,457320,991701.4486,625171.1235,218240,201886.2639,157890,174720,137280,0,0,0,305331.25,232000,0,0,0,0,0,-149720,-221325,0,0,0,0,6860.01,6.86E-05,0.665794721
10/10/2019,441150,310410,922349.9156,633348.478,467925,398592.3319,-53550,-59100,66540,0,0,0,130931.25,182118.75,0,0,0,0,0,-298960,-270930,0,0,0,0,40910.06,0.000409101,0.666067098
10/11/2019,445612.5,314360,968696.7161,611881.9055,153587.5,402622.5875,-164100,-60510,-44280,0,0,0,-128550,184237.5,0,0,0,0,0,148270,-268650,0,0,0,0,-93227.85,-0.000932278,0.665446138
10/14/2019,-148275,-157150,-341925.7614,-578507.3003,-480420,-161739.2974,-53590,-59350,45600,0,0,0,-85462.5,-61100,0,0,0,0,0,-149170,-223650,0,0,0,0,-58624.85,-0.000586249,0.665056021
10/15/2019,149887.5,159195,337725.8153,-195341.249,169620,203931.6553,158430,58740,163730,0,0,0,302837.5,246325,0,0,0,0,0,-147760,-88440,0,0,0,0,-1150.58,-1.15E-05,0.665048369
10/16/2019,149575,158970,334226.9327,-194707.3699,-168660,206785.5829,53360,59420,46060,0,0,0,86775,-61737.5,0,0,0,0,0,-297600,-221625,0,0,0,0,879.2,8.79E-06,0.665054216
10/17/2019,449700,318110,333930.6493,193510.1124,-169200,206699.7975,53930,59910,46360,0,0,0,86812.5,61875,0,0,0,0,0,-149230,-88900,0,0,0,0,-3301.78,-3.30E-05,0.665032257
10/18/2019,-149412.5,157615,-329852.1257,-223909.734,-179822.5,-207100.0461,-53780,-59420,-46400,0,0,0,-87325,62275,0,0,0,0,0,-148820,-89230,0,0,0,0,759.15,7.59E-06,0.665037306
10/21/2019,450975,317930,992291.6667,225506.7265,195475,207788.6209,-53310,-58960,67140,0,0,0,-86700,188100,0,0,0,0,0,-148240,-222125,0,0,0,0,-259.84,-2.60E-06,0.665035578
10/22/2019,449175,314350,949514.45,-226076.4045,557300,401170.0053,54160,59700,181760,0,0,0,86162.5,250250,0,0,0,0,0,148170,-223075,0,0,0,0,7612.39,7.61E-05,0.665086203
10/23/2019,450862.5,316060,897026.0223,614213.8365,180602.5,416781.6726,-167910,-61170,-182560,0,0,0,86675,187950,0,0,0,0,0,-148990,-229600,0,0,0,0,9870.87,9.87E-05,0.665151853
10/24/2019,150212.5,158565,284180.2194,-195118.8761,180862.5,209741.2761,-56230,-61670,-69480,0,0,0,86375,63350,0,0,0,0,0,-149890,-230400,0,0,0,0,701.52,7.02E-06,0.665156519
10/25/2019,151012.5,160715,910142.6678,228321.2996,180570,209533.4499,56660,62020,-69000,0,0,0,86675,255500,0,0,0,0,0,-149950,-232275,0,0,0,0,9128.67,9.13E-05,0.665217239
10/28/2019,151812.5,161895,284323.2527,-619810.8108,-544537.5,-419458.4672,55810,61570,48920,0,0,0,87037.5,64762.5,0,0,0,0,0,149000,-91470,0,0,0,0,439.26,4.39E-06,0.665220161
10/29/2019,151787.5,161105,282868.1387,-584935.2052,-181382.5,-210946.8271,166620,184770,181790,0,0,0,-88087.5,-64675,0,0,0,0,0,-148700,-230175,0,0,0,0,4268.71,4.27E-05,0.665248557
10/30/2019,457162.5,324450,849810.107,194242.6688,527440,419660.0827,55060,60610,53820,0,0,0,309050,192750,0,0,0,0,0,149670,-232650,0,0,0,0,-11512.76,-0.000115128,0.665171969
10/31/2019,455362.5,323610,279941.2765,194171.4491,181155,424881.9772,-54180,-60230,-52660,0,0,0,132112.5,63125,0,0,0,0,0,-454440,-233425,0,0,0,0,4127.85,4.13E-05,0.665199426
11/1/2019,459487.5,326410,898007.1064,614956.1168,566800,422405.0282,-56200,-61690,-54280,0,0,0,314650,258000,0,0,0,0,0,-151140,-190800,0,0,0,0,-74933.78,-0.000749338,0.664700967
11/4/2019,-153787.5,-164315,284946.4452,-525808.7707,172020,-327579.519,-226160,-186390,56420,0,0,0,137081.25,65100,0,0,0,0,0,453330,234675,0,0,0,0,-141213.73,-0.001412137,0.663762318
11/5/2019,460800,328430,285858.4291,-165643.3409,172410,213631.3668,171690,188880,171720,0,0,0,136725,-63762.5,0,0,0,0,0,148370,-232650,0,0,0,0,-8016.71,-8.02E-05,0.663709106
11/6/2019,461325,328290,286406.0677,166229.8934,171690,427601.3948,56350,61740,56560,0,0,0,-136631.25,-62943.75,0,0,0,0,0,149310,-232925,0,0,0,0,6878.55,6.88E-05,0.66375476
11/7/2019,462900,329220,287859.8736,-167285.0679,172230,213762.8111,-57150,62290,55440,0,0,0,137043.75,63200,0,0,0,0,0,-146640,-228500,0,0,0,0,4964.61,4.96E-05,0.663787712
11/11/2019,154375,164995,340886.8145,-200888.2444,210450,213663.4571,-170580,-186540,-184590,0,0,0,-356950,63450,0,0,0,0,0,-437130,-88060,0,0,0,0,7834.28,7.83E-05,0.663839715
11/12/2019,154600,165500,343627.8708,-202252.7023,209700,216035.2261,-56800,-62060,52420,0,0,0,133537.5,62862.5,0,0,0,0,0,145370,-86990,0,0,0,0,-5915.84,-5.92E-05,0.663800444
11/13/2019,464325,330630,342416.9325,201308.2584,195230,428230.1048,-57120,-62370,78000,0,0,0,-353500,61400,0,0,0,0,0,-146330,-218700,0,0,0,0,-1283,-1.28E-05,0.663791927
11/14/2019,464550,330620,962831.8584,635057.1584,571847.5,426489.5776,-56770,-62280,211760,0,0,0,347700,243200,0,0,0,0,0,-442020,-220700,0,0,0,0,12123.6,0.000121236,0.663872403
11/15/2019,467737.5,332750,961052.9581,201103.9725,556100,429044.1176,-57720,-63300,188160,0,0,0,-131962.5,240950,0,0,0,0,0,146850,-223625,0,0,0,0,-3148.43,-3.15E-05,0.663851501
11/18/2019,156087.5,166670,337960.3181,-200180.6358,-196210,-215311.0048,-57050,-62440,-76980,0,0,0,-130500,59075,0,0,0,0,0,-147190,-89500,0,0,0,0,4083.81,4.08E-05,0.663878611
11/19/2019,467775,333660,339292.898,-199909.731,183170,214575.2718,55210,60910,175700,0,0,0,-130256.25,59087.5,0,0,0,0,0,-147430,-91230,0,0,0,0,-4003.81,-4.00E-05,0.663852031
11/20/2019,155450,165835,-336954.5032,-598536.9818,195300,-213055.888,-57110,-62400,179130,0,0,0,-131100,58387.5,0,0,0,0,0,147420,-92000,0,0,0,0,-3391.44,-3.39E-05,0.663829517
11/21/2019,155200,165490,335914.5114,-599294.6921,-179855,-212188.1616,58580,63970,179690,0,0,0,130612.5,57875,0,0,0,0,0,146360,-91750,0,0,0,0,15134.77,0.000151348,0.663929986
11/22/2019,155575,165610,342309.4904,200344.7963,547100,212865.82,57770,-63390,-53300,0,0,0,131025,232925,0,0,0,0,0,439080,-89260,0,0,0,0,12567.2,0.000125672,0.664013423
11/25/2019,156637.5,167530,343860.4651,-201834.0294,-193690,-214174.2403,-58010,-63650,-50620,0,0,0,-130593.75,57562.5,0,0,0,0,0,-145690,-90040,0,0,0,0,-669.65,-6.70E-06,0.664008977
11/26/2019,157187.5,168015,345305.4562,-201651.3928,193480,214397.0656,58410,64270,172900,0,0,0,395550,232175,0,0,0,0,0,-146030,-91170,0,0,0,0,10135.97,0.00010136,0.664076281
11/27/2019,157687.5,338190,344555.375,-202163.8331,-193900,214350.922,-232440,-192180,-50020,0,0,0,-132750,-58025,0,0,0,0,0,-145340,-268620,0,0,0,0,-48582.67,-0.000485827,0.663753655
11/28/2019,548300,415095,-344563.197,-201653.1928,-192640,213770.4319,-201160,-191610,188600,0,0,0,-131793.75,-57487.5,0,0,0,0,0,-489440,-247890,0,0,0,0,-59165.12,-0.000591651,0.663360944
11/29/2019,471562.5,336700,-341895.5513,-638391.7226,-190120,425426.9796,-55170,-62430,182480,0,0,0,-400500,-57400,0,0,0,0,0,-439680,-270120,0,0,0,0,14378.36,0.000143784,0.663456324
12/2/2019,467137.5,332640,1069823.789,-229163.2819,544600,216186.4562,-55960,-60920,-46580,0,0,0,-135093.75,226325,0,0,0,0,0,-146230,-89970,0,0,0,0,-29530.32,-0.000295303,0.663260404
12/3/2019,463650,330050,330911.8892,-260530.5901,164100,214765.7185,-56100,-60820,170870,0,0,0,-442625,110800,0,0,0,0,0,147820,-273480,0,0,0,0,-958.02,-9.58E-06,0.663254049
12/4/2019,466650,331810,328731.685,-297021.1229,164070,212199.1549,-58430,63000,191920,0,0,0,132225,56550,0,0,0,0,0,147400,-270540,0,0,0,0,4408.27,4.41E-05,0.663283287
12/5/2019,155887.5,166185,379980.2387,296001.4409,164820,-214325.1195,58430,-63390,194160,0,0,0,131006.25,112075,0,0,0,0,0,-147690,-270180,0,0,0,0,7814.13,7.81E-05,0.663335117
12/6/2019,471900,336010,385719.1781,-300271.2477,179790,215693.4979,-59200,-64390,186720,0,0,0,-132318.75,112275,0,0,0,0,0,145910,-269670,0,0,0,0,-9659.19,-9.66E-05,0.663271044
12/9/2019,156725,-167120,-384928.1205,-795878.5249,193200,-431834.93,-59020,-64250,66960,0,0,0,131625,112200,0,0,0,0,0,145930,269550,0,0,0,0,7778.03,7.78E-05,0.663322634
12/10/2019,470400,334550,-383973.0921,-694257.1223,-579075,-215691.6851,-59240,-64340,158480,0,0,0,-131381.25,-111325,0,0,0,0,0,-146260,-276780,0,0,0,0,-8577.36,-8.58E-05,0.663265738
12/11/2019,157150,336220,-382756.1382,-662893.0818,-193690,-215272.6603,-235040,-191160,157010,0,0,0,-438375,-111000,0,0,0,0,0,-146940,-234875,0,0,0,0,-7000.9,-7.00E-05,0.663219304
12/12/2019,475200,338610,387630.1193,-233270.4403,193270,214710.4565,-59180,-64200,46560,0,0,0,132225,113100,0,0,0,0,0,-146670,-236200,0,0,0,0,12033.2,0.000120332,0.66329911
12/13/2019,475800,339760,1047558.323,234592.2129,549607.5,438105.6866,-60070,-65220,45920,0,0,0,-175700,281500,0,0,0,0,0,442680,-232200,0,0,0,0,41884.19,0.000418842,0.663576928
12/16/2019,159712.5,171520,339648.9649,236934.6734,-197295,218530.3514,-60210,-65340,46820,0,0,0,-132750,57537.5,0,0,0,0,0,-147500,-93130,0,0,0,0,-4799.6,-4.80E-05,0.663545079
12/17/2019,159600,343050,-401123.296,-235112.1076,199640,219309.4629,60940,66100,162330,0,0,0,174625,114437.5,0,0,0,0,0,-147460,-232450,0,0,0,0,-3809.4,-3.81E-05,0.663519802
12/18/2019,479212.5,343610,404381.4039,-269353.968,556335,434687.3574,-60930,66170,160020,0,0,0,439687.5,57700,0,0,0,0,0,441780,-233925,0,0,0,0,10812.72,0.000108127,0.663591546
12/19/2019,481050,345700,1048189.715,234948.7502,511740,435768.4923,-61220,66540,45460,0,0,0,489362.5,58337.5,0,0,0,0,0,443460,-280650,0,0,0,0,16167.67,0.000161677,0.663698833
12/20/2019,161551,174149.2,-991503.1926,-714652.0444,185087.5,-216739.7661,-241760,-66140,46560,0,0,0,178200,-293500,0,0,0,0,0,442410,-274140,0,0,0,0,-371.87,-3.72E-06,0.663696365
12/23/2019,161362.5,174530,350834.8794,237731.0849,-168810,434186.4717,-121040,-66390,66420,0,0,0,-178625,114887.5,0,0,0,0,0,-148250,93840,0,0,0,0,-55473.94,-0.000554739,0.663328187
12/24/2019,-161287.5,-174590,-351266.9963,-731790.2858,-493325,-434408.9953,-122220,-67200,173760,0,0,0,134850,114125,0,0,0,0,0,-149910,-235700,0,0,0,0,37773.07,0.000377731,0.663578746
12/25/2019,554250,254090,328776.3335,-784061.0205,-477445,-433534.467,-289380,304560,-176260,0,0,0,496912.5,266756.25,0,0,0,0,0,563970,102890,0,0,0,0,-357837.21,-0.003578372,0.661204215
12/26/2019,-162225,-176085,-991503.1171,-836331.7552,-155870,-217367.5089,-246720,-271680,-68820,0,0,0,496912.5,266756.25,0,0,0,0,0,150930,-95350,0,0,0,0,-492111.79,-0.004921118,0.657950351
12/27/2019,-161875,-175665,-928154.152,-775789.5679,-142050,-217836.2573,-246880,-68160,64740,0,0,0,-180825,-115712.5,0,0,0,0,0,-151380,-95040,0,0,0,0,16067.77,0.000160678,0.658056069
12/30/2019,161175,174675,862045.2986,233083.311,-431100,-217119.7649,246720,68440,196740,0,0,0,-180750,115712.5,0,0,0,0,0,151860,-239425,0,0,0,0,-81751.64,-0.000817516,0.657518097
12/31/2019,161550,350090,-905061.477,-752123.4848,144100,198901.7694,-244240,-264000,-197010,0,0,0,-178925,-114050,0,0,0,0,0,456930,-242850,0,0,0,0,-196354.61,-0.001963546,0.65622703
1/6/2020,162175,176950,227924.9867,233750.1116,143575,213158.6232,-63270,-68910,170800,0,0,0,-135412.5,116725,0,0,0,0,0,-156880,96040,0,0,0,0,11027.98,0.00011028,0.656299398
1/7/2020,161762.5,177060,286016.3035,-268985.9231,144575,216525.2674,-62700,-68270,64860,0,0,0,-134137.5,118100,0,0,0,0,0,-157430,-289800,0,0,0,0,10696.03,0.00010696,0.656369596
1/8/2020,489037.5,357780,229228.0675,-270941.0176,143200,424303.5191,-59610,65440,-64230,0,0,0,398475,60462.5,0,0,0,0,0,468060,-287700,0,0,0,0,11590.64,0.000115906,0.656445674
1/9/2020,491400,360360,749288.2835,715126.9584,-130635,216398.8313,-59560,-65370,-64980,0,0,0,-133200,238575,0,0,0,0,0,-155430,-290130,0,0,0,0,-7420.31,-7.42E-05,0.656396964
2/3/2020,-486825,-364570,-279915.3521,-693797.4684,-452790,-421197.9023,-200440,-54450,145520,0,0,0,-333000,-107700,0,0,0,0,0,-473160,242675,0,0,0,0,-46541.71,-0.000465417,0.656091465
2/4/2020,164975,187100,-226383.24,-235910.9018,158040,-210829.0723,49610,53960,-37440,0,0,0,-124781.25,-108612.5,0,0,0,0,0,155040,-96610,0,0,0,0,-6742.4,-6.74E-05,0.656047229
2/5/2020,166750,187630,228257.1912,-239930.9028,145970,212692.3427,50750,221120,55830,0,0,0,127200,-110887.5,0,0,0,0,0,155780,-246775,0,0,0,0,14259.56,0.000142596,0.656140778
2/6/2020,167262.5,189110,230299.2808,-242128.7444,147647.5,217747.0679,-50950,-54930,-55860,0,0,0,343250,276531.25,0,0,0,0,0,-156510,-290220,0,0,0,0,-15427.95,-0.00015428,0.656039549
2/7/2020,498825,376380,803762.023,-242563.4935,454920,434259.6811,-50320,54470,-148640,0,0,0,127743.75,107125,0,0,0,0,0,156860,-242300,0,0,0,0,6526.34,6.53E-05,0.656082365
2/10/2020,-335300,-190550,-800271.0027,-694528.4575,-478980,-215359.3878,-247850,-266350,-52980,0,0,0,-125887.5,-106387.5,0,0,0,0,0,-472410,290070,0,0,0,0,-64725.65,-0.000647257,0.655657711
2/11/2020,335750,190545,689731.3156,245282.1546,461465,420980.5116,-249700,-270050,-160920,0,0,0,-385425,107100,0,0,0,0,0,-469680,-243375,0,0,0,0,-68079.83,-0.000680798,0.65521134
2/12/2020,338050,192515,230524.6914,212267.7947,448882.5,433645.1994,-204680,-55790,-165960,0,0,0,-128606.25,107075,0,0,0,0,0,156740,-241825,0,0,0,0,-8768.58,-8.77E-05,0.655153888
2/13/2020,337750,192260,736394.2971,247689.3276,418655,216627.2082,-51420,-56340,-164340,0,0,0,-129206.25,270468.75,0,0,0,0,0,-157510,-292410,0,0,0,0,-3988.93,-3.99E-05,0.655127754
2/14/2020,338100,192645,733249.0228,247982.6424,421677.5,430497.3584,-52050,-57320,-165330,0,0,0,-424187.5,320212.5,0,0,0,0,0,-158270,-242200,0,0,0,0,-242563.82,-0.002425638,0.653538651
2/17/2020,117400,106515,681365.3137,213122.9236,-138250,214233.7095,-53400,-57670,56680,0,0,0,-126937.5,107837.5,0,0,0,0,0,-123760,100600,0,0,0,0,73549.74,0.000735497,0.654019327
2/18/2020,-168462.5,0,225265.4255,-248359.8962,150287.5,211158.642,-208200,57750,-158480,0,0,0,127837.5,106925,0,0,0,0,0,-160000,-99390,0,0,0,0,-2188.3,-2.19E-05,0.654005015
2/19/2020,338725,194670,229287.9257,-250004.6275,425552.5,-209841.0703,53290,59120,-156400,0,0,0,-127856.25,105975,0,0,0,0,0,160750,-251125,0,0,0,0,12881.81,0.000128818,0.654089263
2/20/2020,168462.5,0,229933.2402,711172.9254,417750,419446.9224,53780,-59310,57600,0,0,0,127406.25,105237.5,0,0,0,0,0,161660,-244750,0,0,0,0,-12255.25,-0.000122553,0.654009103
2/21/2020,333925,189160,737592.564,699548.2622,416550,417346.1159,53380,58500,-57150,0,0,0,-127593.75,105075,0,0,0,0,0,164460,-97610,0,0,0,0,-152384.15,-0.001523842,0.653012496
2/24/2020,-161312.5,-181820,-219900.9595,-235074.6269,-149847.5,-171869.4256,-205720,-225200,-146160,0,0,0,-337450,-101625,0,0,0,0,0,-501720,-97420,0,0,0,0,8765.35,8.77E-05,0.653069735
2/25/2020,469875,354170,214563.6294,229709.6122,150067.5,205716.8784,-199600,-219800,-55410,0,0,0,-338850,100862.5,0,0,0,0,0,-494070,-279690,0,0,0,0,15081.84,0.000150818,0.65316823
2/26/2020,466537.5,354010,216908.1751,-229923.7202,421290,202209.5445,-48730,-53430,-54630,0,0,0,126450,101725,0,0,0,0,0,164000,-274440,0,0,0,0,-35963.84,-0.000359638,0.652933326
2/27/2020,443550,335310,736882.1293,251395.3277,410925,398759.0109,-47090,-104360,-52560,0,0,0,126000,300150,0,0,0,0,0,164250,-271650,0,0,0,0,-48711.95,-0.000487119,0.652615269
2/28/2020,442650,338160,763686.3448,240449.8458,424320,390768.3752,-89520,-101040,-50520,0,0,0,126412.5,301950,0,0,0,0,0,156670,-259410,0,0,0,0,53903.16,0.000539032,0.652967049
3/2/2020,153250,351650,207997.491,-179935.3332,149462.5,195421.3976,-46750,-51900,52680,0,0,0,-128193.75,100637.5,0,0,0,0,0,-159480,-214850,0,0,0,0,-20562.51,-0.000205625,0.652832783
3/3/2020,149850,-171650,730544.0637,210131.5672,-151167.5,195836.8338,-47180,-51860,54000,0,0,0,-300081.25,-97937.5,0,0,0,0,0,-493320,86930,0,0,0,0,16172.44,0.000161724,0.652938362
3/4/2020,467212.5,355860,-210767.5575,-214412.7155,151635,393006.6028,-46780,51130,-54810,0,0,0,-301350,-98212.5,0,0,0,0,0,-164300,-218800,0,0,0,0,-9055.23,-9.06E-05,0.652879237
3/5/2020,452325,345950,-258916.1649,-209744.5938,439192.5,402599.8493,45900,49990,-141760,0,0,0,-299162.5,348862.5,0,0,0,0,0,166800,-259710,0,0,0,0,-26508.15,-0.000265082,0.652706171
3/6/2020,444600,340130,792581.2385,-229209.5002,445200,393016.4152,41280,45270,51240,0,0,0,333650,344225,0,0,0,0,0,167240,-268920,0,0,0,0,-152891.36,-0.001528914,0.651708239
3/9/2020,412162.5,318060,730715.8649,649563.3188,485440,189624.8535,62260,68720,-53340,0,0,0,292512.5,294412.5,0,0,0,0,0,-502710,86280,0,0,0,0,60815.93,0.000608159,0.652104582
3/10/2020,143287.5,166630,648656.1846,723269.2137,-165090,187523.6653,-206160,-260540,58080,0,0,0,-126243.75,-98137.5,0,0,0,0,0,-498090,-260820,0,0,0,0,-10383.69,-0.000103837,0.652036869
3/11/2020,137012.5,160070,-228529.6412,-231109.1393,-163380,-185287.9281,-65960,71580,56340,0,0,0,-124687.5,98850,0,0,0,0,0,-492690,-260460,0,0,0,0,69295.08,0.000692951,0.652488699
3/12/2020,370350,288610,-252843.8469,252454.1797,465937.5,350917.4312,63000,99660,-55230,0,0,0,123018.75,288750,0,0,0,0,0,159030,-78180,0,0,0,0,29015.68,0.000290157,0.652678023
3/13/2020,404400,316630,260612.4776,252642.4777,446335,312023.7874,63460,67700,-186900,0,0,0,124725,295800,0,0,0,0,0,455010,-260365,0,0,0,0,-119519.79,-0.001195198,0.651897943
3/16/2020,362437.5,282300,708829.7612,648931.4138,160550,159123.122,86100,90150,54450,0,0,0,-124481.25,289125,0,0,0,0,0,-148650,-98655,0,0,0,0,47867.88,0.000478679,0.652209993
3/17/2020,124775,148105,657299.8756,618223.1518,-160550,154781.8013,-188650,-229840,51870,0,0,0,-123262.5,92962.5,0,0,0,0,0,-152580,-66530,0,0,0,0,22433.5,0.000224335,0.652356307
3/18/2020,362100,289010,657089.938,196985.7994,155545,-152757.2169,-61110,74640,64160,0,0,0,123056.25,91662.5,0,0,0,0,0,-443370,-242000,0,0,0,0,16856.97,0.00016857,0.652466274
3/19/2020,120162.5,145870,-225010.8838,-206565.6566,143700,149489.6577,50440,56940,-66160,0,0,0,364556.25,91950,0,0,0,0,0,-147930,-208880,0,0,0,0,9640,9.64E-05,0.652529172
3/20/2020,365697,296719.2,228523.5188,-580351.7964,-149070,193586.2692,-67290,215840,176440,0,0,0,-117881.25,-92275,0,0,0,0,0,-148460,-217875,0,0,0,0,-68469,-0.00068469,0.652082392
3/23/2020,-111025,-139690,-255085.7737,-582248.7414,-165410,152386.946,186880,216240,-176220,0,0,0,-115650,-135918.75,0,0,0,0,0,470280,-219625,0,0,0,0,-90920.92,-0.000909209,0.651489512
