,ES1 Index,NQ1 Index,Z 1 Index,VG1 Index,XU1 Index,NK1 Index,CL1 Comdty,CO1 Comdty,NG1 Comdty,XB1 Comdty,HO1 Comdty,HG1 Comdty,LA1 Comdty,LX1 Comdty,C 1 Comdty,S 1 Comdty,BO1 Comdty,LC1 Comdty,W 1 Comdty,GC1 Comdty,PL1 Comdty,FV1 Comdty,TY1 Comdty,RX1 Comdty,JB1 Comdty,PnL,Pct_PnL,CumPnL
12/16/2013,-446625,-347450,-1240133.153,-691810.1882,-546375,-443214.9097,97480,110470,-256740,0,0,0,-699300,-347856.25,0,0,0,0,0,-622750,136010,0,0,0,0,8491.28,8.49E-05,0.829515858
12/17/2013,177925,138610,399163.7973,-235371.8768,-530710,148923.7362,97220,108440,-214350,0,0,0,-265125,-99512.5,0,0,0,0,0,-246240,-134460,0,0,0,0,8541.19,8.54E-05,0.829586708
12/18/2013,-452687.5,-351275,-1228009.273,-694950.6759,-517235,-448461.0221,293400,328890,-212550,0,0,0,-706600,-345668.75,0,0,0,0,0,-618050,402810,0,0,0,0,-2501.04,-2.50E-05,0.82956596
12/19/2013,-452125,-349700,-1204856.445,-686443.1594,-500150,-453525.1799,296310,330870,89200,0,0,0,261150,-345450,0,0,0,0,0,-597500,395520,0,0,0,0,-4684.17,-4.68E-05,0.829527102
12/20/2013,181289,140159.2,403893.2419,-244159.292,174750,-152449.5677,-99320,335310,-88360,0,0,0,262852.5,101575,0,0,0,0,0,602550,133220,0,0,0,0,-107690.16,-0.001076902,0.828633783
12/23/2013,-182275,-142590,-404988.9949,-246166.764,-167040,-199773.3283,395640,334680,-267780,0,0,0,-258750,-359231.25,0,0,0,0,0,-239680,398220,0,0,0,0,19226.86,0.000192269,0.828793103
12/24/2013,-182900,-142790,-405822.3363,251860.2242,167520,-152517.9856,99220,-111900,-264960,0,0,0,258487.5,103800,0,0,0,0,0,-241020,133650,0,0,0,0,-475784.49,-0.004757845,0.824849834
12/25/2013,184750,0,1205513.223,261353.6735,-168960,-154339.9119,-337610,-76140,-251800,0,0,0,709875,88918.75,0,0,0,0,0,563970,-154335,0,0,0,0,-928160.45,-0.009281605,0.817193904
12/26/2013,-183650,-143270,1260309.278,261353.6735,-159620,154947.047,298650,335940,-88660,0,0,0,780862.5,355675,0,0,0,0,0,-242820,-136270,0,0,0,0,-537054.4,-0.005370544,0.812805128
12/27/2013,-183650,-142810,-406752.4116,-858724.2709,-161460,-462108.9664,100320,336540,-88140,0,0,0,266062.5,-156787.5,0,0,0,0,0,243220,137600,0,0,0,0,-7326.3,-7.33E-05,0.812745579
12/30/2013,-458687.5,-142630,-1257490.455,-765683.6461,-495580,-464764.622,397160,333630,-265620,0,0,0,-267637.5,-365837.5,0,0,0,0,0,-240760,136400,0,0,0,0,-438196.75,-0.004381968,0.809184155
12/31/2013,184100,143350,404511.6869,247501.1677,163300,198901.7694,98420,332400,-84600,0,0,0,264262.5,153375,0,0,0,0,0,-240460,137110,0,0,0,0,-64294.83,-0.000642948,0.808663891
1/6/2014,182075,140710,-366259.2954,-741646.4891,-455265,-457685.6649,93430,106730,-215300,0,0,0,-217406.25,-305625,0,0,0,0,0,123800,-141370,0,0,0,0,-3984.49,-3.98E-05,0.80863167
1/7/2014,183075,141950,367610.6572,-250844.5946,-155480,-150860.4207,93670,107350,-85980,0,0,0,-217718.75,-102125,0,0,0,0,0,122960,141270,0,0,0,0,-3171.78,-3.17E-05,0.808606022
1/8/2014,-183250,-142590,-364612.7189,-753292.5751,-442000,-460900.2479,276990,321450,-84320,0,0,0,-216625,-354550,0,0,0,0,0,122550,141220,0,0,0,0,24284.62,0.000242846,0.808802389
1/9/2014,-458250,-354775,-1046878.223,-724985.3028,-417570,-455352.0321,274980,319170,80100,0,0,0,213250,-300412.5,0,0,0,0,0,-245880,496195,0,0,0,0,-7438.05,-7.44E-05,0.80874223
2/3/2014,-173275,-137200,-353817.8473,-241064.695,156180,-144186.9677,-96430,212080,-49050,0,0,0,164055,97587.5,0,0,0,0,0,630200,346650,0,0,0,0,11546.14,0.000115461,0.808835608
2/4/2014,174375,138080,352805.513,-241253.0513,-166410,136953.9551,291570,211560,-53750,0,0,0,-165075,-97412.5,0,0,0,0,0,250340,137340,0,0,0,0,8069.55,8.07E-05,0.808900878
2/5/2014,174400,137820,314476.6693,-241003.473,-165780,139773.2873,97380,212500,-50300,0,0,0,-166325,-98350,0,0,0,0,0,-251460,137930,0,0,0,0,2681.64,2.68E-05,0.80892257
2/6/2014,-176650,-139490,-318686.4355,-243554.0839,-157760,-138576.0454,97840,214380,98620,0,0,0,-544537.5,-100525,0,0,0,0,0,-628800,412470,0,0,0,0,31940.11,0.000319401,0.80918094
2/7/2014,-179350,-142320,-357400.524,-735511.5512,-445550,-141739.9804,299640,219140,-95500,0,0,0,-546406.25,-304275,0,0,0,0,0,-252660,137920,0,0,0,0,1261.4,1.26E-05,0.809191147
2/10/2014,-448687.5,-357750,-1075851.978,-711006.8885,-162000,-432133.7766,300180,325890,-91580,0,0,0,581787.5,100312.5,0,0,0,0,0,509920,415770,0,0,0,0,-410106.2,-0.004101062,0.805872604
2/11/2014,-181350,-144510,-1005471.125,-698738.818,-459285,420980.5116,99940,217360,96480,0,0,0,166660,-99887.5,0,0,0,0,0,129010,416340,0,0,0,0,-196889.25,-0.001968893,0.804285928
2/12/2014,-181700,-144980,-319667.3897,-705385.1247,165240,-144055.3984,301110,217580,-241100,0,0,0,169510,-303000,0,0,0,0,0,518120,140730,0,0,0,0,-17452.93,-0.000174529,0.804145556
2/13/2014,-456062.5,-365100,-317978.27,-702207.441,-454080,-425760.9866,301050,217460,104460,0,0,0,170075,-101200,0,0,0,0,0,130040,424980,0,0,0,0,341.13,3.41E-06,0.804148299
2/14/2014,-458750,-366100,-988385.9796,-705440.7361,-463640,-422298.6248,300900,218160,-104280,0,0,0,212875,-306600,0,0,0,0,0,131900,357525,0,0,0,0,359438.13,0.003594381,0.807038715
2/17/2014,-135975,-103280,-320234.5339,-227620.9236,-456720,-141385.4003,309720,218360,-80520,0,0,0,-506775,-309637.5,0,0,0,0,0,-517350,81695,0,0,0,0,-83108.54,-0.000831085,0.806367997
2/18/2014,-183750,-73500,324310.7169,-249516.68,-156400,144978.5072,-102430,110460,111020,0,0,0,-477331.25,-103675,0,0,0,0,0,-132470,356125,0,0,0,0,10073.57,0.000100736,0.806449227
2/19/2014,91275,73090,284070.7434,-704288.9391,-435015,-144365.1647,309930,220940,-122980,0,0,0,-173900,-309187.5,0,0,0,0,0,132060,-142450,0,0,0,0,10777.93,0.000107779,0.806536146
2/20/2014,-367250,-293720,-936036.8747,-704329.7616,-150920,-140985.5299,308760,220600,121280,0,0,0,-174125,-307350,0,0,0,0,0,-131710,353125,0,0,0,0,-6940.43,-6.94E-05,0.806480168
2/21/2014,-183425,-146580,-327900.8185,-706554.6341,-156170,-144668.8128,102200,219700,-122700,0,0,0,-173975,-306150,0,0,0,0,0,529560,356975,0,0,0,0,21791.13,0.000217911,0.80665591
2/24/2014,-184600,-147520,-328242.0749,-252435.3841,-172120,-144766.3643,308460,221280,-217800,0,0,0,173000,-102250,0,0,0,0,0,133830,144140,0,0,0,0,11883.05,0.000118831,0.806751765
2/25/2014,-184625,-147540,-327006.7742,-252811.9316,-175095,-146713.615,101830,109510,101920,0,0,0,-173675,-102450,0,0,0,0,0,-134300,144260,0,0,0,0,-2177.11,-2.18E-05,0.806734201
2/26/2014,-184200,-146950,-325739.3078,-737400.453,-486750,-146512.9908,102590,219040,97100,0,0,0,130500,-309375,0,0,0,0,0,531280,142910,0,0,0,0,-7773.59,-7.77E-05,0.806671489
2/27/2014,-463500,-370150,-1017272.891,-755798.6871,-450570,-439439.9295,307200,217920,225550,0,0,0,173350,-310575,0,0,0,0,0,133180,363350,0,0,0,0,1929.55,1.93E-05,0.806687054
2/28/2014,-464375,-369525,-1052033.443,-750760.7593,-452985,-437917.4853,307770,218140,92180,0,0,0,171915,-312750,0,0,0,0,0,-132160,361700,0,0,0,0,58141.89,0.000581419,0.807156077
3/3/2014,-460750,-366875,320681.5864,222642.8831,175500,144208.9699,-104920,-111200,89840,0,0,0,126206.25,104100,0,0,0,0,0,-540120,292140,0,0,0,0,19988.3,0.000199883,0.807317414
3/4/2014,187150,148670,326212.194,205370.0065,-162500,145191.2729,-206660,-109300,46670,0,0,0,-389193.75,-319912.5,0,0,0,0,0,-535160,-73205,0,0,0,0,2497.52,2.50E-05,0.807337577
3/5/2014,187250,149130,322927.8794,-638986.3832,-465120,145454.5455,-101450,0,-45230,0,0,0,-390768.75,-317775,0,0,0,0,0,134030,-73830,0,0,0,0,-8099.01,-8.10E-05,0.80727219
3/6/2014,-469062.5,-372200,-1010229.988,-657578.8183,-450915,-440089.2597,203120,108100,186480,0,0,0,-131887.5,-316050,0,0,0,0,0,-135180,371700,0,0,0,0,29050.11,0.000290501,0.807506704
3/7/2014,-469500,-370425,-360608.5083,-223207.2072,-456400,-444132.4555,-102580,0,-92360,0,0,0,-129581.25,-102750,0,0,0,0,0,-535280,296720,0,0,0,0,17301.03,0.00017301,0.807646411
3/10/2014,-469312.5,-370750,-960216.2812,245016.9345,469160,-146799.6514,101120,-108080,93020,0,0,0,434062.5,101675,0,0,0,0,0,-134150,147720,0,0,0,0,-5595.13,-5.60E-05,0.807601222
3/11/2014,-186525,-147540,-320659.5655,-245238.0952,-159500,-147641.2347,-100030,108550,-92100,0,0,0,-128325,-298500,0,0,0,0,0,-134670,146460,0,0,0,0,10972.76,0.000109728,0.807689838
3/12/2014,186775,148270,956952.8853,-242738.9772,-153000,144316.8548,-97990,-108020,89800,0,0,0,-386606.25,-295800,0,0,0,0,0,-137050,-147630,0,0,0,0,-10872.78,-0.000108728,0.80760202
3/13/2014,-184675,-146050,-315375.3609,-675749.9279,-431480,-144835.0353,196400,214780,87660,0,0,0,-127481.25,-294975,0,0,0,0,0,137240,369850,0,0,0,0,17273.02,0.00017273,0.807741517
3/14/2014,-184000,-145110,-274100.4385,-625894.7822,-430140,-140292.0284,98890,108570,-88500,0,0,0,-127350,-294937.5,0,0,0,0,0,137900,367400,0,0,0,0,-20678.36,-0.000206784,0.807574489
3/17/2014,-464437.5,-365825,-907931.1174,-219077.7187,161375,-420654.4168,98080,106240,90720,0,0,0,-168125,-97637.5,0,0,0,0,0,-137290,73420,0,0,0,0,-18607.05,-0.000186071,0.807424224
3/18/2014,-187075,-148060,-278346.2906,-198485.7184,-160125,-141364.3533,-199400,-106790,-89120,0,0,0,-128043.75,-295537.5,0,0,0,0,0,-135900,73085,0,0,0,0,2264.95,2.26E-05,0.807442511
3/19/2014,-92987.5,-147270,-278247.9898,-578529.6031,-146625,-140930.4144,-200740,-211700,-224200,0,0,0,-128175,-295950,0,0,0,0,0,134130,72585,0,0,0,0,13300.62,0.000133006,0.807549906
3/20/2014,93687.5,147960,833752.4237,-201698.2364,-439600,414005.274,99430,106450,87380,0,0,0,-168175,-291900,0,0,0,0,0,532200,-71740,0,0,0,0,-63634.3,-0.000636343,0.807036027
3/21/2014,94665,74695.8,278879.0489,-562273.4522,-421760,132455.216,-99460,0,215650,0,0,0,-465850,-291862.5,0,0,0,0,0,133600,-71800,0,0,0,0,23873.24,0.000238732,0.807228693
3/24/2014,-369900,-288880,-273881.6826,-193995.2309,159360,-422535.2113,199200,106810,-85520,0,0,0,127481.25,96812.5,0,0,0,0,0,-131120,286240,0,0,0,0,-7492.67,-7.49E-05,0.80716821
3/25/2014,-92962.5,-72475,-276840.7042,-196976.7105,-151800,-139448.4647,99190,0,220550,0,0,0,-387168.75,-297787.5,0,0,0,0,0,-131140,71045,0,0,0,0,7722.89,7.72E-05,0.807230547
3/26/2014,92125,71455,276255.8041,-199840.3599,-151570,141023.1282,-200520,0,-44020,0,0,0,-381656.25,-294562.5,0,0,0,0,0,-130340,-70325,0,0,0,0,-2806.54,-2.81E-05,0.807207892
3/27/2014,-368100,-284340,-275200.1686,-200829.6943,-419840,-286553.1415,101280,107830,183360,0,0,0,-127837.5,-98225,0,0,0,0,0,-129470,279440,0,0,0,0,-14212.18,-0.000142122,0.80709317
3/28/2014,-370100,-356300,-827353.0472,-564281.559,-423360,-285908.7815,0,0,-44850,0,0,0,-387956.25,-294900,0,0,0,0,0,-517520,280940,0,0,0,0,-3656.03,-3.66E-05,0.807063662
3/31/2014,-93225,-286900,-863983.9155,-607887.283,158520,-430979.3665,101580,107760,174840,0,0,0,350200,-295762.5,0,0,0,0,0,128340,-70925,0,0,0,0,-16295.4,-0.000162954,0.806932148
4/1/2014,-187775,-292020,-950619.3626,225984.1949,-499875,-427206.9465,199480,211240,213800,0,0,0,352200,98012.5,0,0,0,0,0,127960,142800,0,0,0,0,-1481.66,-1.48E-05,0.806920192
4/2/2014,94150,73165,317935.7633,-204227.5005,-147620,-144108.5868,99620,209580,-43640,0,0,0,-403987.5,-343700,0,0,0,0,0,129050,143710,0,0,0,0,-3693.23,-3.69E-05,0.80689039
4/3/2014,94150,72615,277777.4431,-183148.688,-352715,145097.6619,0,0,44700,0,0,0,-360050,-296737.5,0,0,0,0,0,-128440,-72190,0,0,0,0,-7366.89,-7.37E-05,0.806830948
4/4/2014,-372000,-353750,-840760.181,-553724.9179,-348140,-437990.1249,0,0,44390,0,0,0,-134156.25,-299662.5,0,0,0,0,0,-130320,289880,0,0,0,0,26897.22,0.000268972,0.807047963
4/7/2014,-183800,-139970,-276703.9981,-204468.0541,134800,-430940.8341,100440,0,-44760,0,0,0,-133856.25,-99687.5,0,0,0,0,0,-519200,71315,0,0,0,0,6629.04,6.63E-05,0.807101462
4/8/2014,184500,141140,272902.6094,-608414.8728,-407100,143306.1585,-102560,-107670,-181360,0,0,0,-357400,-302775,0,0,0,0,0,130870,-71990,0,0,0,0,-7313,-7.31E-05,0.807042439
4/9/2014,93237.5,71820,274114.2143,-607232.0462,-392730,140980.3922,0,0,-137580,0,0,0,-320031.25,-301725,0,0,0,0,0,130550,-71850,0,0,0,0,-23072.39,-0.000230724,0.806856235
4/10/2014,91350,139200,274515.9368,-622670.3154,-456320,140746.5774,0,0,186200,0,0,0,-325368.75,-304837.5,0,0,0,0,0,132010,-72920,0,0,0,0,7907.22,7.91E-05,0.806920035
4/11/2014,181175,137760,311145.6404,-637227.2236,-450880,138358.5908,207480,107330,46200,0,0,0,-369700,-302437.5,0,0,0,0,0,131870,-73080,0,0,0,0,-1365.03,-1.37E-05,0.80690902
4/14/2014,-182450,-347025,311913.4437,199913.1756,484725,-136966.1267,208100,109070,182400,0,0,0,368800,306300,0,0,0,0,0,-132720,73340,0,0,0,0,-22742.5,-0.000227425,0.806725509
4/15/2014,183950,69825,310197.2504,-219543.9739,-150920,137656.9859,-103750,-217480,45670,0,0,0,-137212.5,-305400,0,0,0,0,0,-130000,-288820,0,0,0,0,-1382.39,-1.38E-05,0.806714357
4/16/2014,185275,70030,311341.3109,-601519.9768,-143850,282108.97,0,-109600,-181200,0,0,0,-138937.5,-308737.5,0,0,0,0,0,130310,-71860,0,0,0,0,-9619.48,-9.62E-05,0.806636755
4/17/2014,-185800,-70465,-313230.9158,-582901.4044,-391590,-140443.4027,0,0,47410,0,0,0,-368500,-256750,0,0,0,0,0,-517360,142810,0,0,0,0,150751.57,0.001507516,0.807852773
4/18/2014,-153400,-109580,283523.1363,-555290.7823,-381640,-141755.3451,87730,99130,176040,0,0,0,-94825,-93287.5,0,0,0,0,0,-139200,71420,0,0,0,0,-169845.47,-0.001698455,0.806480671
4/21/2014,-372900,-71025,325755.0082,-197155.0302,-141015,-283180.6665,104370,0,140910,0,0,0,342750,-117375,0,0,0,0,0,-515200,350000,0,0,0,0,-76960.66,-0.000769607,0.805859999
4/22/2014,-93700,-71700,-315501.6643,-204838.8265,-135200,139836.2892,0,0,142170,0,0,0,-373450,-259375,0,0,0,0,0,-512240,-139960,0,0,0,0,8253.11,8.25E-05,0.805926507
4/23/2014,93650,71090,869538.7916,-203293.0448,-121680,141895.8455,0,0,47300,0,0,0,-138731.25,-256625,0,0,0,0,0,-513680,-70160,0,0,0,0,-4049.81,-4.05E-05,0.805893869
4/24/2014,-374600,-286780,-871057.017,-565215.8195,-359605,-281860.8288,101940,110330,141150,0,0,0,-370100,-258656.25,0,0,0,0,0,-129050,281620,0,0,0,0,23819.81,0.000238198,0.806085831
4/25/2014,-372000,-353050,-829539.368,-536417.522,-355630,-283085.3563,0,0,46470,0,0,0,-136856.25,-256500,0,0,0,0,0,-130070,284560,0,0,0,0,-139.63,-1.40E-06,0.806084705
4/28/2014,-466500,-354075,277113.7026,179337.232,-140070,-139623.3779,0,108120,47950,0,0,0,134906.25,103162.5,0,0,0,0,0,-519560,283640,0,0,0,0,-139027.71,-0.001390277,0.804964024
4/29/2014,93587.5,142550,279384.3228,-182507.9641,-384465,423624.358,0,-108980,48310,0,0,0,-356350,-256562.5,0,0,0,0,0,-518520,-71570,0,0,0,0,-205348.87,-0.002053489,0.80331104
4/30/2014,93900,71465,799442.8969,-544313.8386,-362340,-139084.507,0,0,144450,0,0,0,-132506.25,-255250,0,0,0,0,0,129590,-71395,0,0,0,0,-135083.02,-0.00135083,0.802225903
5/1/2014,-375550,-286940,-881992.5413,593898.6469,362610,-283201.4072,99420,0,141570,0,0,0,-306337.5,-252937.5,0,0,0,0,0,-128340,285500,0,0,0,0,-60071.13,-0.000600711,0.801743997
5/2/2014,93725,143170,240569.0575,180373.4948,-360870,-141682.9746,0,-108590,-46740,0,0,0,-350050,-306525,0,0,0,0,0,-130290,288140,0,0,0,0,-290160.03,-0.0029016,0.799417656
5/5/2014,-187575,-287260,280730.4637,180641.4414,127110,442801.7798,99480,-107720,46880,0,0,0,131450,105462.5,0,0,0,0,0,-523720,289680,0,0,0,0,-341627.96,-0.00341628,0.796686622
5/6/2014,186425,71020,238939.6171,178690.4078,-367950,-122162.9666,99500,-107060,143970,0,0,0,349200,102500,0,0,0,0,0,-523440,72905,0,0,0,0,-46478.12,-0.000464781,0.796316337
5/7/2014,93712.5,70810,239316.8948,-516549.2451,-351125,-138076.5456,-100770,-216260,-142200,0,0,0,-346000,-303750,0,0,0,0,0,-515560,-71740,0,0,0,0,-3370.08,-3.37E-05,0.796289501
5/8/2014,-374450,-283000,-241017.0092,-504060.6936,-332500,-278182.1759,100260,108040,137160,0,0,0,-129562.5,-305137.5,0,0,0,0,0,-515080,287620,0,0,0,0,-969.76,-9.70E-06,0.796281778
5/9/2014,-374700,-283840,-765254.2876,-504346.562,-332000,-279010.4064,0,0,-45310,0,0,0,-129168.75,-304500,0,0,0,0,0,-515040,285980,0,0,0,0,-28251.03,-0.00028251,0.796056821
5/12/2014,-378550,-288620,-282896.609,-184924.0387,-121410,-138744.7371,100590,108410,177360,0,0,0,305550,-103475,0,0,0,0,0,-518320,288380,0,0,0,0,-2488.06,-2.49E-05,0.796037014
5/13/2014,94712.5,72175,284580.4113,186047.8692,-357485,141110.8938,0,0,130740,0,0,0,-304500,-256812.5,0,0,0,0,0,-517920,72800,0,0,0,0,-13129.83,-0.000131298,0.795932496
5/14/2014,94262.5,71925,245571.6586,-558045.9351,-343995,141413.1501,-102370,0,-131010,0,0,0,-309487.5,-262406.25,0,0,0,0,0,-522360,-74285,0,0,0,0,21462.11,0.000214621,0.79610332
5/15/2014,-373450,-285060,-243734.3657,-526768.7819,-335500,-281551.4865,0,0,44690,0,0,0,-86700,-256718.75,0,0,0,0,0,-517440,293980,0,0,0,0,-3643.25,-3.64E-05,0.796074316
5/16/2014,-374950,-286620,-244036.6427,-161070.5418,-335250,-278423.6453,0,0,44130,0,0,0,-86437.5,-257468.75,0,0,0,0,0,-129340,293220,0,0,0,0,834.13,8.34E-06,0.796080956
5/19/2014,-94112.5,-289060,-243850.3628,-161251.7324,-125495,-138226.601,0,218740,-44700,0,0,0,-86612.5,-104250,0,0,0,0,0,-517520,294040,0,0,0,0,2936.91,2.94E-05,0.796104336
5/20/2014,93400,71930,241828.0081,-184089.9139,-132000,138754.5643,0,-109690,-136560,0,0,0,-348500,-311475,0,0,0,0,0,-517840,73445,0,0,0,0,7364.2,7.36E-05,0.796162963
5/21/2014,94250,72670,241650.8876,162329.2175,-364650,138502.5155,0,-110550,134190,0,0,0,-348000,-257750,0,0,0,0,0,-515240,-73745,0,0,0,0,-11844.1,-0.000118441,0.796068665
5/22/2014,-378050,-291840,-767545.9395,-512302.2847,-339660,-281305.288,103740,220720,130770,0,0,0,-88412.5,-259218.75,0,0,0,0,0,-129500,298620,0,0,0,0,-10249.61,-0.000102496,0.795987071
5/23/2014,-379400,-294000,-242341.9677,-163995.8911,-334500,-282828.2828,-104350,-110540,-44050,0,0,0,-133968.75,-259750,0,0,0,0,0,-516680,294560,0,0,0,0,111371.35,0.001113714,0.796873572
5/26/2014,132650,-93010,242183.6965,165740.8764,-120960,-143025.309,200460,220640,129780,0,0,0,382050,-112225,0,0,0,0,0,-152280,266715,0,0,0,0,-109317.19,-0.001093172,0.796002452
5/27/2014,-95462.5,-297700,243765.6157,166182.6183,113730,143263.385,104110,-220040,45050,0,0,0,134887.5,104250,0,0,0,0,0,-506200,292460,0,0,0,0,5821.68,5.82E-05,0.796048793
5/28/2014,95450,74320,245353.3601,166720.6239,-108480,144133.5297,-205440,-219620,-46190,0,0,0,-135825,-259031.25,0,0,0,0,0,-503720,-73135,0,0,0,0,3326.41,3.33E-05,0.796075273
5/29/2014,-383600,-298840,-738649.2792,-500066.1667,-323040,-288633.461,207160,219940,136770,0,0,0,-136368.75,-257843.75,0,0,0,0,0,-125630,292020,0,0,0,0,5015.6,5.02E-05,0.796115201
5/30/2014,-96075,-74710,-244315.1298,-166336.6337,-113305,-287904.0975,205420,109410,45420,0,0,0,-136068.75,-102575,0,0,0,0,0,-124560,290540,0,0,0,0,-13809.47,-0.000138095,0.796005262
6/2/2014,-384350,-298200,-778391.8548,-525689.4903,-335500,-291853.8777,102470,217660,46120,0,0,0,136781.25,-260406.25,0,0,0,0,0,-124370,287340,0,0,0,0,6214.03,6.21E-05,0.796054726
6/3/2014,-96100,-74615,-284885.6648,-166422.0722,-133300,-293239.6839,-102660,-108820,46290,0,0,0,-137287.5,-104387.5,0,0,0,0,0,-124430,286700,0,0,0,0,3462.52,3.46E-05,0.796082289
6/4/2014,96287.5,74865,244040.1506,-166674.0201,-362175,146374.6959,-205280,-216800,-46400,0,0,0,-409218.75,-259781.25,0,0,0,0,0,-497600,-71695,0,0,0,0,-13893.75,-0.000138938,0.795971684
6/5/2014,-387700,-302100,-768697.9786,-526002.9283,-334250,-294111.9031,102480,108790,47010,0,0,0,-137156.25,-260656.25,0,0,0,0,0,-501200,289020,0,0,0,0,-11435.1,-0.000114351,0.795880663
6/6/2014,-389850,-303840,-814962.5045,-530689.731,-330000,-294496.4871,102660,108610,47100,0,0,0,-139556.25,-262781.25,0,0,0,0,0,-125210,290600,0,0,0,0,-10431.86,-0.000104319,0.795797638
6/9/2014,-390050,-303500,286032.2561,170185.3759,126350,147566.5659,104410,219980,46450,0,0,0,330662.5,106375,0,0,0,0,0,-501400,290860,0,0,0,0,-3316.33,-3.32E-05,0.795771247
6/10/2014,-97525,-76010,-777813.9174,-488669.078,-371250,-292525.6473,0,0,-45300,0,0,0,93425,106087.5,0,0,0,0,0,-503920,74110,0,0,0,0,2870.39,2.87E-05,0.795794089
6/11/2014,97200,75965,244406.7191,170137.452,-349440,147545.8019,0,0,45080,0,0,0,-320162.5,-263500,0,0,0,0,0,-504320,296220,0,0,0,0,-1995.08,-2.00E-05,0.795778212
6/12/2014,-386100,-301700,-768406.2851,-509039.2562,-336000,-294985.2507,106530,113020,142860,0,0,0,-315831.25,-257562.5,0,0,0,0,0,-127360,288260,0,0,0,0,-5182.85,-5.18E-05,0.795736968
6/13/2014,-387150,-302060,-759977.6049,-509335.3028,-327360,-296746.374,0,0,-47390,0,0,0,-315743.75,-259312.5,0,0,0,0,0,-127370,287000,0,0,0,0,4879.36,4.88E-05,0.795775795
6/16/2014,-387300,-302340,-278491.5214,-168373.3608,-124020,-146518.7077,106900,225880,47070,0,0,0,135693.75,-104562.5,0,0,0,0,0,-509960,287820,0,0,0,0,1710.27,1.71E-05,0.795789405
6/17/2014,-97075,-75590,-279092.2487,-169122.3149,-367200,-146744.9829,212720,226900,47090,0,0,0,-364600,-264187.5,0,0,0,0,0,-127170,-72155,0,0,0,0,-6694.72,-6.69E-05,0.795736129
6/18/2014,97850,76070,-279254.4427,-530621.552,-356955,-148337.0941,105970,-114260,-139770,0,0,0,-369400,-266000,0,0,0,0,0,-508960,-72540,0,0,0,0,-27099.61,-0.000270996,0.795520488
6/19/2014,-97925,-75945,-279811.0218,-170576.1317,-346840,-150480.6749,212860,230120,45840,0,0,0,-139687.5,-268156.25,0,0,0,0,0,131370,73725,0,0,0,0,-5363.39,-5.36E-05,0.795477821
6/20/2014,-98226,-76213.4,280608.9461,-195441.1765,-340935,-150680.9053,107260,114810,45310,0,0,0,-139500,-271281.25,0,0,0,0,0,-526480,72865,0,0,0,0,-922.04,-9.22E-06,0.795470486
6/23/2014,-390600,-303560,277582.6628,192870.2683,132600,150593.5446,212340,228240,177840,0,0,0,372800,108887.5,0,0,0,0,0,-527200,291320,0,0,0,0,10991.11,0.000109911,0.795557917
6/24/2014,97162.5,75890,278129.0475,193032.4857,-388020,-151024.8112,-106030,-114460,45350,0,0,0,-374700,-108425,0,0,0,0,0,-528360,-73595,0,0,0,0,-1563.67,-1.56E-05,0.795545477
6/25/2014,97475,76295,275828.7699,-191004.4758,-372960,149798.7631,213000,-114000,45530,0,0,0,-375250,-272000,0,0,0,0,0,-528880,-73660,0,0,0,0,-225.66,-2.26E-06,0.795543682
6/26/2014,-389750,-229050,-863099.7827,-569321.1872,-361800,-301189.423,211680,226420,176000,0,0,0,-374100,-273250,0,0,0,0,0,-526440,294020,0,0,0,0,2867.91,2.87E-05,0.795566497
6/27/2014,-390400,-229890,-867279.1312,-567074.511,-367675,-298166.0422,-105740,-113300,-44090,0,0,0,-139312.5,-272812.5,0,0,0,0,0,-528000,295700,0,0,0,0,-3576,-3.58E-05,0.795538048
6/30/2014,-97625,-76810,-274622.9393,-188840.1987,-132900,-149610.1845,210740,224720,178440,0,0,0,-139781.25,-110612.5,0,0,0,0,0,-528800,296200,0,0,0,0,336.83,3.37E-06,0.795540728
7/1/2014,98287.5,77695,275673.4694,190247.8251,-364925,150792.8691,105340,112290,44550,0,0,0,-372100,-272312.5,0,0,0,0,0,-530640,-75675,0,0,0,0,-21528.64,-0.000215286,0.795369458
7/2/2014,-98387.5,-77795,-315554.0021,-618784.7731,-434200,-151125.086,104480,111240,-43570,0,0,0,-142575,112125,0,0,0,0,0,-399270,-75485,0,0,0,0,-10807.47,-0.000108075,0.795283499
7/3/2014,98875,78315,317924.8033,-628126.3777,-469700,149916.8216,208120,111000,-176240,0,0,0,-429975,-334575,0,0,0,0,0,-132060,-75305,0,0,0,0,366959.29,0.003669593,0.798201866
7/4/2014,461450,317150,-914102.5641,-601140.125,-490195,-302567.1174,245400,221280,-52680,0,0,0,-426768.75,-334462.5,0,0,0,0,0,394100,95860,0,0,0,0,-534872.55,-0.005348725,0.793932503
7/7/2014,-394200,-312340,-316674.4512,-189988.9746,-173680,-150991.557,207060,220480,211250,0,0,0,426431.25,337837.5,0,0,0,0,0,-395100,298980,0,0,0,0,16316.57,0.000163166,0.794062046
7/8/2014,-98025,-77265,-312509.4857,-210586.2474,-481320,-151028.8471,206800,217880,84080,0,0,0,-383000,-113637.5,0,0,0,0,0,-394950,74770,0,0,0,0,986.56,9.87E-06,0.79406988
