,FV1 Comdty,TY1 Comdty,RX1 Comdty,JB1 Comdty,PnL,CumPnL
2010-03-12,-0.027640675735736146,-0.02864401982970734,-0.015148738283960347,-0.07363936084185244,0.011446282717749286,449450.4424157522
2010-03-15,-0.08772926676371162,-0.08847849401617432,-0.04512049541623449,-0.21277458289191153,0.006492637485959702,452368.5612062619
2010-03-16,-0.029354904144811938,-0.03001905876158988,-0.01537985194501603,-0.2077288335002221,0.010864915415152152,457283.507360242
2010-03-17,-0.08764027481929167,-0.08912686892792003,-0.015599816265675531,-0.07119815374030818,-0.004415910089427551,455264.1845063611
2010-03-18,-0.0302752969219074,-0.030651562275905573,-0.015939141874730077,0.07137821415819987,-0.005640748870382021,452696.1535718814
2010-03-19,-0.03095061874472054,0.03217236350452611,0.047888634781094314,-0.07337874103334989,-0.00732741147264835,449379.062582575
2010-03-22,-0.08744088276917682,-0.08802287186404577,-0.045326079758098096,-0.22824300183552276,-0.005997051180265729,446684.1133449275
2010-03-23,-0.02932361106776461,-0.0899011370224766,-0.045523393207031325,-0.21603788860417625,0.013019192322877208,452499.579724139
2010-03-24,-0.08876208639285232,-0.08930342904809106,-0.015467806741366151,-0.07305200566409914,0.001644356286550395,453243.6502527198
2010-03-25,-0.030865225114503417,-0.030561974678536163,-0.015781202348840832,0.07350572685376218,-0.004578537399001586,451168.45724917774
2010-03-26,-0.08462450905011001,-0.0790333187679278,-0.04299777749459947,-0.19323329840023792,0.02680727813722685,463263.05556939996
2010-03-29,-0.08744688699513195,-0.07808407639798678,-0.04202793537577181,-0.0643705382747391,0.002456760115427778,464401.18176727404
2010-03-30,-0.0851881643444037,-0.0794266379544054,-0.04091947430959511,-0.06427497106244136,-0.004916832412783085,462117.79898422596
2010-03-31,0.02806529655768196,0.025997358428631333,-0.04097168743414679,-0.0651191335954711,0.01011492213990523,466792.0845404158
2010-04-01,-0.07425433156254525,-0.06858677852245193,0.012621595426590198,0.06505411988496096,-0.01312846989023931,460663.8187135249
2010-04-02,-0.07972328303417532,-0.07256388989566008,-0.039756633870009286,-0.06758271500468568,-0.0006347840006662936,460371.3966917197
2010-04-05,-0.07831946937305469,-0.06695234068075955,-0.04015702889582272,-0.20190549202435018,0.010674615561552084,465285.6843669386
2010-04-06,-0.07845146057132722,-0.06787675323307547,-0.04004695891922541,-0.19349837949686807,0.014785725673415913,472165.2708557557
2010-04-07,-0.07857791966843145,-0.02246214085193931,-0.012527390382074968,-0.06561694124636445,0.0028596913433159275,473515.5177934363
2010-04-08,-0.08079983649391996,-0.06890282073631157,0.013128229084646148,-0.06590347952929154,-0.0018785360592591472,472626.00181864254
2010-04-09,-0.0774241920793676,-0.06466500601473692,-0.03725074750870504,-0.06533095043885552,0.014255599928507705,479363.56901637925
2010-04-12,-0.07638407679978997,-0.06682033730131161,-0.03749611356430061,-0.06705254271595538,0.004018812520204961,481290.04132927244
2010-04-13,-0.025675412530808663,-0.02277222208815561,-0.037942036319319555,-0.06658582957661979,0.0062308454933538175,484288.885214285
2010-04-14,-0.07655926954531235,-0.06718322860385309,0.01278757269525221,0.06674053558913355,-0.00897819428694591,479940.84551182267
2010-04-15,-0.026734663792472652,-0.02320018139313136,-0.012849191681068826,-0.06729604663210148,0.003519211488186278,481629.85884899774
2010-04-16,0.027975530392510047,0.02466056992490988,0.013541736270858105,0.06707401121780399,-0.013336198052063174,475206.74766360025
2010-04-19,-0.081838632932282,-0.07008031344652225,-0.03886621490678087,-0.1997101793042775,0.008102517973678138,479057.11887775775
2010-04-20,0.07511925519070671,0.06088319476980074,0.037217137881583054,0.0627721033902592,-0.02692073213153791,466160.55050474335
2010-04-21,-0.07337935414684665,-0.05866377143129467,-0.034980932099260266,-0.18272763036452042,0.007724652278841033,469761.4786635056
2010-04-22,-0.07480888921638779,-0.060097018739553365,-0.03378535379943951,-0.18225801541234696,0.007509425251895052,473289.11737374886
2010-04-23,-0.0243660253908507,-0.01954078356355519,-0.011881076485530577,0.062055222019276365,-0.00188974254089056,472394.7227945071
2010-04-26,-0.07389181662069219,-0.058017816750222675,-0.03660833974327927,-0.1836734225158989,0.010080494290443599,477156.6951004728
2010-04-27,-0.02497743287308456,-0.019970366749143924,-0.012478228548964552,-0.061920620105127964,0.00296183817058735,478569.9560133727
2010-04-28,-0.07408291063087621,-0.05919830266494968,-0.012581253946982179,-0.06321635987732947,-0.0006083214564849017,478278.8316407007
2010-04-29,-0.07556092159974692,-0.060644916772113894,-0.012659166393701762,-0.06348768490851224,-0.004122797368091118,476306.9849323987
2010-04-30,-0.0710141890615998,-0.057101230003587126,-0.038147253704744775,-0.20349924260960242,0.009273999604368123,480724.25572221953
2010-05-03,0.07916115650406633,0.06062844917120949,-0.041700703928600084,-0.06450296299714038,-0.012951467768784645,474498.17101856024
2010-05-04,-0.07713115666005915,-0.058719021404235947,-0.04169331402701964,-0.06602405060927082,-0.004431547332103172,472395.40991469513
2010-05-05,-0.02520067402879196,-0.018930732580324017,0.013941561897575094,0.07242046194540454,-0.0026358115640754713,471150.26463042584
2010-05-07,-0.07583122999939942,-0.05639336942329393,-0.04110779827911194,-0.07154669118344122,0.006912124687793905,474406.91400623845
2010-05-10,-0.07399105310042847,-0.05106329548168001,0.035854793341816446,-0.06223895587083458,-0.012782544936038937,468342.78630998614
2010-05-11,-0.07398496225323925,-0.05267495097413678,-0.034404825782877485,-0.06327157164855526,0.0008478249517045746,468739.85901017056
2010-05-12,-0.07270153024280608,-0.05188077059335387,-0.011768200817887656,-0.06493535283303498,-0.00033133102744447446,468584.5509510806
2010-05-13,-0.07429489637213227,-0.05328856894287019,-0.011938934000640868,-0.06559976092070265,-0.0009893877122870171,468120.939154202
2010-05-14,-0.024775751933991737,-0.053713836944589075,-0.012586751604723638,0.06638555472640285,-0.0032624124545810465,466593.73557205516
2010-05-17,-0.07531300611072696,-0.053757954049465116,-0.038012459879292325,-0.06762272129579219,-0.0007346433547681169,466250.95558484073
2010-05-18,-0.07476761368374162,-0.05486727008415483,-0.03854714969228533,-0.06712899263215882,-0.0015579661508735125,465524.5523782271
2010-05-19,-0.07223107756718536,-0.0529778419567954,-0.012973253143468177,-0.0683648643627666,-0.003825793770555191,463743.551445698
2010-05-20,-0.025827183943216366,-0.0188507809039814,-0.013114964710441226,-0.069728299169667,0.0019412609331257978,464643.79868510854
2010-05-21,0.02579816211625557,0.019145141923207844,0.013902658702923046,0.07196831167721655,-0.0055830014811157,462049.69166885834
2010-05-24,-0.077162792107491,-0.056298668065212845,-0.0417333761389961,-0.2153262540863268,0.0036832356680758117,463751.52957363654
2010-05-25,-0.07565300493528222,-0.056617266503989634,-0.013940814237819853,-0.07068322818749594,-0.006328451271273723,460816.70061675116
2010-05-26,-0.07312307081004146,-0.05578841216167391,-0.014012518965488337,-0.07237779430965093,-0.006524852766524379,457809.93949287134
2010-05-27,-0.07354407813997453,-0.05645735004510863,-0.04246648214621489,-0.21864925477521577,0.0029388094277867233,459155.3556591874
2010-05-28,-0.02484667524253165,-0.019270459323332916,-0.014828425242389037,-0.07465019564551817,0.006319583073766968,462057.0260730407
2010-05-31,-0.07629413091431393,-0.05727801664733795,-0.014566488906359637,-0.0798749577969154,0.005060286111318102,464395.166824715
2010-06-01,-0.07525999209891898,-0.05500990350836369,-0.04251782554491952,-0.08013281840660086,-0.0013251901628183686,463779.7549179785
2010-06-02,0.0717539806826838,0.052512190447861304,-0.04147277470077555,-0.07667442141710508,-0.006710559054891092,460667.5334841385
2010-06-03,-0.06557085890602106,-0.04888585096529986,-0.014054189881737133,-0.07490268910993692,-0.005157522424866598,458291.6303497861
2010-06-04,-0.06750484017756431,-0.050772231686210034,-0.042292513844356804,-0.226733326507501,0.002262086147183198,459328.32549817034
2010-06-07,-0.0683489727887531,-0.050967777086059964,-0.04379598786986607,-0.22839785566311707,0.0033667429004286074,460874.7658770071
2010-06-08,-0.06785219564263939,-0.051448499449726584,-0.043388403845830745,-0.0753305585993431,-0.005426215404254731,458373.960122973
2010-06-09,-0.022869605290680422,-0.017089354800307568,-0.014651281743806161,-0.07731863101824346,0.0010164828641768247,458839.88939882285
2010-06-10,-0.07342724090274166,-0.051810349123300396,0.014497348146551466,0.0811522281880069,-0.01393853208254105,452444.33487968775
2010-06-11,0.024537335811939565,0.01770653426509022,0.015044845507975793,0.08253337191535838,-0.004844735628182732,450252.36169072666
2010-06-14,-0.0717783926727422,-0.05155930606910935,-0.04357304796583686,-0.07981170406172847,-0.004804709835366337,448089.02974011435
2010-06-15,-0.06985503649043359,-0.05145293877728712,-0.0433920822556946,-0.07721904311691738,-0.0050056348534657435,445846.0596753916
2010-06-16,-0.06686508937995031,-0.04928758170006431,-0.014511370912628468,-0.07664850876481594,-0.005229254827931039,443514.61701532005
2010-06-17,-0.022927908269403798,-0.01702556321669689,-0.043393391234257325,-0.07654574024338953,0.001975356131747362,444390.7163335608
2010-06-18,0.022552772438741396,0.01704201506975321,-0.014686321252301704,-0.0770172884070651,0.007340324937486367,447652.6885906515
2010-06-21,-0.07281034755100566,-0.05306179780921057,-0.04369932815482166,-0.23429904567520196,0.003780949131280579,449345.2406346937
2010-06-22,-0.07226614259163856,-0.05361367190348225,-0.043980573431170476,-0.22523718473730128,0.002493292080362648,450465.58956451685
2010-06-23,-0.06914640763043103,-0.05153869466108002,-0.014764426816276526,-0.07657645290287471,-0.006690089491037543,447451.93445769727
2010-06-24,-0.06816274699928247,-0.01765004412863024,0.014752825154643982,0.07615522405094312,-0.012817572426045209,441716.6868806117
2010-06-25,-0.022927092288670903,-0.018110700168088596,-0.015407013017149643,0.07700512771239995,-0.004027003621657669,439937.89218279684
2010-06-28,-0.06835846119337505,-0.05304773220870156,-0.04475832669885392,-0.07743084445856818,-0.006149978586584746,437232.2835664454
2010-06-29,-0.06788150372041518,-0.018183458977326986,-0.04478096770808577,-0.22482231532901548,0.003715300352643713,438856.73282376706
2010-06-30,-0.022092437480298936,-0.01780793314688491,-0.01554799564251959,-0.07808041698379317,0.0046302984979103064,440888.7704945588
2010-07-01,-0.02300227403996356,0.01836573614250054,0.015340404000494499,-0.2361589664567707,0.009733250163694421,445180.05119214597
2010-07-02,-0.022900373281566765,-0.017918457775094758,-0.015059607075656992,-0.23256005535937382,0.006549509346142765,448095.7620981452
2010-07-05,-0.070955501996755,-0.05531256211077222,-0.043807301526268945,-0.07898760553470008,0.004908748245849565,450295.35138431715
2010-07-06,-0.07049925075139118,-0.05441847424813574,-0.04324169801525783,-0.07536917475963888,-0.008641421300656926,446404.1595432779
2010-07-07,-0.06663207193698839,-0.05105928314929861,-0.014384645586237598,-0.07564074002892959,-0.00946437138362297,442179.22479016625
2010-07-08,-0.06570842480997367,-0.05053536345230858,-0.04303869511199161,-0.22562161695426924,-0.001936174479179105,441323.0886599043
2010-07-09,-0.06535672619512983,-0.05102648964624911,-0.04385896652205304,-0.07727372243235249,0.004597028186914745,443351.86333801015
2010-07-12,-0.06427559335966283,-0.05014679796920088,-0.04443901999999142,-0.07977570719124469,-0.007981546168120182,439813.2299720557
2010-07-13,-0.02176075311855203,-0.017001027260527265,-0.014724052284458413,-0.2295042905403233,0.006121877798714006,442505.71282020235
2010-07-14,-0.06390672990582608,-0.04941259703152154,-0.014773439589363212,-0.0777613007396681,-0.006377396830649521,439683.67828971846
2010-07-15,-0.021901242254813463,-0.016948010193023975,0.0146583945714013,-0.0784477733540442,-0.0012930586460302741,439115.1415079876
2010-07-16,-0.06575959154028557,-0.05151944395187673,0.015313633253487061,0.07886838504284695,-0.012552767704709799,433603.03114101704
2010-07-19,-0.0664625531833424,-0.05100805912771737,-0.04434981882456704,-0.23687871030447433,-0.009816010980153963,429346.7790263088
2010-07-20,0.06782427041267937,0.05228070869136547,0.04378761032140666,-0.08127559717269364,-0.011750567784747992,424301.71059619694
2010-07-21,-0.06737578055600968,-0.050536808183021774,-0.041179838389856505,-0.23430174051457883,-0.0017375832207261483,423564.4510633396
2010-07-22,-0.0671185756661584,-0.05091552574269865,-0.041212938066755495,-0.2351730269081929,-0.0016171357250260258,422879.48985767405
2010-07-23,0.02292566873786749,0.017766413761017816,0.042996389334272654,0.23231750140240676,-0.01814135948926896,415207.8810115273
2010-07-26,-0.06861691962363922,-0.05199865129277615,-0.04150105660379149,-0.07685658858895758,-0.007870905626510915,411939.818964702
2010-07-27,-0.023075888306313467,-0.017602562853851002,-0.041265750916732735,-0.07542734306761872,0.0009069391301597409,412313.42330579204
2010-07-28,-0.06658703049830705,-0.05056017114843662,-0.013846024858933784,-0.07651340638483448,-0.009194592721478486,408522.36930489674
2010-07-29,-0.06641003902557924,-0.05081516267436683,-0.04156021964561529,-0.2297872366087341,-0.0028487311127378973,407358.59892120847
2010-07-30,-0.06696710091298948,-0.05192538268929838,-0.04224523032988962,-0.0807739721507486,-0.00848193186547894,403903.41104034183
2010-08-02,-0.07518930169159134,-0.05724994059671678,-0.014472134878527158,-0.08220214095356289,-0.0011709351564420144,403430.4663365478
2010-08-03,-0.07946174490118785,-0.05833644822193295,-0.041920213356309,-0.08072799078876014,-0.0006372426769130583,403173.38322623126
2010-08-04,-0.06866042761357888,-0.051757668677885324,0.01422744603095371,0.08378713074117042,-0.014433698488207698,397354.1001742732
2010-08-05,-0.06737744569397432,-0.05083606534541726,-0.04142248750139797,0.08239434238601619,-0.015786859913844663,391081.12665863015
2010-08-06,-0.06691807908282417,-0.05160465572718113,-0.014828869632624184,-0.08713476114576081,0.0005365912130368871,391290.9773547797
2010-08-09,-0.06593548973992147,-0.0165980303038485,0.014827880753899406,0.23883460300482653,-0.02096432031619254,383087.8279686781
2010-08-10,-0.06881981556140296,-0.05089828716934571,-0.042646998388637065,-0.07037123514587991,-0.012207542733035422,378411.26693824475
2010-08-11,-0.06550299583072791,-0.016473903443943384,-0.015027511222362453,-0.07408614809298134,0.0010240531723419155,378798.7801966028
2010-08-12,-0.0229850655891081,-0.017086746880537018,-0.044581180197351064,0.07536352846106009,-0.00045115845099569837,378627.8819256902
2010-08-13,-0.07114483831645958,-0.05359549315432091,-0.04515902817221218,0.07649428036566475,-0.005059640597839555,376712.160922825
2010-08-16,-0.027126039466530725,-0.019323870383619716,0.043441078178745346,0.21619602608645958,-0.020870938407352217,368849.8246149042
2010-08-17,-0.02779306459340388,-0.019743083803778816,0.014620024267766726,0.20864823003327676,-0.016273324122571313,362847.41186639224
2010-08-18,-0.07964648911421218,-0.05695397343645067,0.01484249907969127,0.07063945930493527,-0.01506883362790074,357379.72458466317
2010-08-19,-0.026996827067255164,-0.01930779332435685,-0.01520699642307051,0.0722729314257676,-0.004736091429556796,355687.1415339604
2010-08-20,-0.07795789479572153,-0.05621327853912576,-0.04381243487491359,0.06999803064526787,-0.019599188694422908,348715.9621308564
2010-08-23,-0.08167410751213773,-0.05701800933727271,-0.01471190552491055,0.0693594575401932,-0.012004063764704948,344529.9534856672
2010-08-24,-0.08010618084854293,-0.05635540418881248,-0.014629598326083345,-0.06930149065210356,-0.006294415092611453,342361.3389465903
2010-08-25,-0.07680474893639694,-0.05435517291948341,-0.015009400991767086,-0.07178215930291872,-0.00583621976991822,340363.2429317745
2010-08-26,-0.0760962417188613,-0.05439176596900037,-0.015290457546970405,-0.07375755961507736,-0.005356134833110558,338540.21151039714
2010-08-27,-0.0764469280279202,-0.055556625809667345,-0.015735743683627363,-0.07529973898267019,-0.004578908799315936,336990.0667569899
2010-08-30,-0.0756320927381336,-0.05259047798263048,-0.04491913740533479,-0.07225434103798994,-0.016691719014673964,331365.12325194606
2010-08-31,-0.0714151312357207,-0.05050829885448583,-0.01489825397006285,0.2110311170511736,-0.018547052485705998,325219.2769190598
2010-09-01,-0.06837247913505831,-0.04924289693998688,0.01514522916127912,0.07091221722458364,-0.013811403907842546,320727.5421269142
2010-09-02,-0.06959840037177442,-0.0492922210084975,-0.015294288800111166,0.19657643670945107,-0.027138554192477543,312023.4603438828
2010-09-03,-0.05902377431291676,-0.04312325043483736,-0.045172338954040235,-0.19401871200045528,-0.0017128731550751768,311489.0037349061
2010-09-06,0.020802097510387845,-0.014987964503261245,-0.04316583453290622,-0.18279237709879992,0.014769112205553802,316089.41978186305
2010-09-07,-0.06513142309255661,-0.04599104543900601,-0.04242075532028788,-0.17762511385805738,0.003029239499934163,317046.9303377775
2010-09-08,-0.06368315484026234,-0.045995983434853276,-0.014406523271199205,-0.060761008884490875,-0.0049873147690196,315465.7174996316
2010-09-09,-0.021438967152154594,-0.01552283695519613,-0.014591716031462917,-0.062022330939476414,0.0017737657070716216,316025.27977108915
2010-09-10,-0.06532224876685894,-0.04745717696730942,-0.01459371673953318,0.06308009244046783,-0.010933093862730218,312570.14572435623
2010-09-13,-0.07038325068798283,-0.04923531399948722,-0.014721055657996519,0.060855749593699965,-0.012371003090155512,308703.33948570985
2010-09-14,-0.06824438086836546,-0.048490392419699616,-0.014701169712955566,-0.06028981424428614,-0.007010776388197042,306539.08940228587
2010-09-15,-0.06451467650789523,-0.04622110098620668,-0.014969191155241701,-0.06175425453864458,-0.006598938541041508,304516.2567908933
2010-09-16,-0.06314694336779846,-0.04567316528251872,-0.01519636329007704,-0.06278854688685008,-0.006695581423024328,302477.3433989153
2010-09-17,-0.06253269672393669,-0.04589157627018155,-0.015575333926747365,-0.06506048854513106,-0.006496252686928789,300512.37414412503
2010-09-20,-0.06699016272502432,-0.048398926706585965,-0.016023527812488246,-0.062007080743649926,-0.007658247800348286,298210.97591585835
2010-09-21,-0.06449821369534468,-0.04686093001444767,0.015339637641078131,0.05984459887921706,-0.016013423333375475,293435.59731585864
2010-09-22,-0.06033804574158721,-0.04379742933856578,0.015275965729876233,0.06002766626512128,-0.014811769648885423,289089.29684163304
2010-09-23,-0.05846985696130266,-0.04263962840980433,-0.015294605929371341,-0.061347179778438,-0.01108634347086175,285884.3536030968
2010-09-24,-0.05682296766341769,-0.04222589237808296,-0.015433075090060321,0.1892225650572132,-0.022445281766312858,279467.59873389505
2010-09-27,-0.02128892200503313,-0.015227650358223857,-0.015102953599742884,-0.0572096169745123,-0.0020697858447023877,278889.16065398266
2010-09-28,-0.06079791085402056,-0.04412619425971766,-0.014818359755177285,-0.056714645158632934,-0.012221854574452712,275480.6178900785
2010-09-29,-0.05779557401292936,-0.04212632414491337,-0.014997315697797798,-0.17576409050279024,-0.006027049099362124,273820.28268013237
2010-09-30,0.019793550684107,0.014898818269067304,0.016540995493874413,0.06236172378322819,-0.008952881930468287,271368.8020191297
2010-10-01,-0.07566391886810993,-0.05253573062703173,-0.04177732731486201,0.061778592969833686,-0.015097000109014356,267271.9471854638
2010-10-04,-0.058396769804465336,-0.04306428371775005,-0.04864018890799991,-0.19476215609361186,-0.00479610773761362,265990.08213152055
2010-10-05,-0.019519621724439273,-0.01452986754286512,-0.01609309406130063,-0.0636526857148152,-0.0005448968266075537,265845.144979858
2010-10-06,-0.01932052901351202,-0.014505146542747715,-0.016190890059825644,-0.06554740324987203,-0.0012682016673343068,265507.99972374184
2010-10-07,-0.057601714343999647,-0.043383614874433755,-0.049157678349110404,-0.20189600010477235,-0.00408047754350218,264424.60029324895
2010-10-08,-0.058015825328194805,-0.04409676540640107,-0.05036695242893624,-0.20626304570053242,-0.005558312874402894,262954.8456331302
2010-10-11,-0.07593933715660901,-0.05233363622400757,-0.043546279968607556,0.18894434190860165,-0.016866050785794402,258519.83585231108
2010-10-12,-0.06996563268561769,-0.049620864815835435,-0.043945236852587354,-0.05858425563282798,-0.013559030018061214,255014.55763772532
2010-10-13,-0.06411479093876077,-0.046121520328856164,-0.044750425555383354,-0.060059042249627596,-0.011923413545151562,251973.91360697683
2010-10-14,-0.06098215352072924,-0.04449611513098624,-0.014979106185754675,0.06071856475501909,-0.015926164015855372,247960.93573115516
2010-10-15,-0.05905778725370135,-0.04386326152023017,-0.015253220301195903,0.06271004520205266,-0.01578274107983528,244047.43248459668
2010-10-18,-0.062149779340297445,-0.04494163550230794,-0.04646079678721165,-0.18522973095652204,-0.007825452169824344,242137.65097452005
2010-10-19,-0.06025870002000808,-0.04421471798835111,-0.0468955071393296,-0.18687791779926208,-0.006789080841196334,240493.75888735664
2010-10-20,0.05536431409757012,0.041124588111744596,0.04520533018585379,0.19193787336387416,-0.027807302082315365,233806.27628506438
2010-10-21,-0.05606065689124311,-0.04112174721882688,-0.04247000452870485,-0.18940047509659888,-0.007585914225528674,232032.6419277756
2010-10-22,-0.05535246976666137,-0.04124893256033165,-0.0435368344568555,-0.19545233655418015,-0.007051149130594847,230396.54516637692
2010-10-25,-0.059126043650794186,-0.043137809590053415,-0.044091234648160456,-0.06404928029239795,-0.011100657934567658,227838.99192917882
2010-10-26,-0.05794536317728382,-0.0428371768737473,-0.04446330741106872,-0.19240637608466862,-0.004950181078393372,226711.14766241077
2010-10-27,-0.05596112111220245,-0.04162008141303927,-0.04492810011256712,-0.06668582118203042,-0.007037637230028239,225115.63684915935
2010-10-28,-0.05540649757820073,-0.041506990340950886,-0.04498777662613644,-0.06842649170076853,-0.006423398423975678,223669.6294222102
2010-10-29,-0.05540437277006758,-0.04201632151109573,-0.015333201553308314,-0.07061839485195211,-0.00965101554352716,221510.99035204147
2010-11-01,0.05875583757754361,0.04422054814175252,0.04674036771190889,-0.07043493522356238,-0.01382922985412774,218447.6639512476
2010-11-02,0.02066349753211229,0.015926378919160034,0.01648631277141362,0.07480244035301183,-0.008821829088057193,216520.55599518435
2010-11-03,-0.06825533498821282,-0.05283280947290023,-0.046446974705302145,-0.21450630637589277,-0.01176218811985623,213973.80048375312
2010-11-04,-0.020869817065293682,-0.016383437145502375,-0.01541276055450864,-0.22525230577140062,0.0045757641059298495,214952.89411961607
2010-11-05,-0.06181629945423811,-0.0488403465889556,-0.04707738954953657,-0.22960268451322222,-0.0064123566956766475,213574.53948975308
2010-11-08,-0.06506682425957432,-0.04964445384390118,-0.04737022467721629,-0.07443261373717963,-0.012891989847930857,210821.13869487468
2010-11-09,-0.06262628278275034,-0.04800957767986515,-0.04740447013904578,-0.2225443641601799,-0.004955131400926731,209776.4922505486
2010-11-10,-0.06174537845476838,-0.046050062201451226,-0.04663381518763006,-0.0704516607362278,-0.009562911172475387,207770.4182890831
2010-11-11,-0.06056974768078358,-0.04566393613283882,-0.04707120894566996,-0.21321937445320407,-3.3332551810111993e-06,207769.7257372599
2010-11-12,-0.06084587557355697,-0.046356493124608975,-0.015962536641040345,-0.07360918601179997,-0.00848689311301622,206006.4062828071
2010-11-15,-0.06612039139348527,-0.049166778690312524,-0.04841647043578929,-0.07456207588486763,-0.006183423258358961,204732.58147882702
2010-11-16,-0.06562695063061015,-0.04926301126628294,-0.048265752092278756,-0.22070076260328977,0.0013675863770840988,205012.57096820272
2010-11-17,-0.06344162403204776,-0.047798693194168414,-0.04815005342051794,-0.2218593278765836,0.003107051597901391,205649.55560441938
2010-11-18,-0.06265572598167778,-0.04757629997848446,-0.0477059062411347,-0.21950437229014733,0.003912380091104194,206454.13483151054
2010-11-19,-0.021154821739377223,-0.0162242062371278,-0.016038232977654204,-0.07389651902448666,0.0010099527594921807,206662.6437546922
2010-11-22,-0.06423049190659577,-0.04771883212946685,-0.04689132236301677,-0.2170918519108214,0.002883006525959424,207258.453505309
2010-11-23,-0.06450821156642583,-0.04880439684853292,-0.015581864356144722,-0.07118342878872788,-0.012098144715726015,204751.01074124422
2010-11-24,-0.062381579435370885,-0.04754522856402129,-0.015785867577846186,-0.07840436474695353,-0.006175279202977401,203486.6160828252
2010-11-25,0.020767788126149114,0.016041739413079244,-0.015655452727532018,-0.0763997123216008,0.00587036282508783,204681.15634928073
2010-11-26,-0.06321417796043487,-0.048578473566339694,-0.01587320125530978,-0.07679435427206638,-0.006443323077788145,203362.32953098704
