,CL1 Comdty,CO1 Comdty,NG1 Comdty,XB1 Comdty,HO1 Comdty,HG1 Comdty,LA1 Comdty,LX1 Comdty,C 1 Comdty,S 1 Comdty,BO1 Comdty,LC1 Comdty,W 1 Comdty,GC1 Comdty,PL1 Comdty,PnL,CumPnL
2010-02-11,0.0008797015429518461,0.0008811261951505887,-0.002121209964004162,0.0009988514997340684,0.0010140297644621696,0.004141604094087505,0.004673430501500563,0.003491175189605269,0.005282024230204192,0.005849857893524623,0.005906172719430046,0.0035439856274273847,0.004485255874388876,0.006176364673935728,-0.004765721211946608,-0.021366668319418948,0.7979074152149253
2010-02-12,0.0026347172778213527,0.002609963367038484,0.0021757368759532983,0.003073701179466469,0.0010527295777989262,0.004171058980913199,0.0046569402171477755,0.0036764132794606347,0.0017912362039755522,0.0057138187589859035,0.005680765039535483,-0.003370542604058297,0.00448990510837555,0.0022605139651846267,0.0016916252388051703,-0.012130589217248971,0.788228328127556
2010-02-15,0.0024193062808705494,0.002408607623219285,-0.00200879806667889,0.002784796113964739,0.0029219524683570526,0.0036841190996510756,0.003937817867456267,0.00329414849282586,0.004594279295982273,0.004763521706405371,0.0044778450284001115,0.009190803165449056,0.004306943430711182,0.006401835666799766,0.001555514300436735,-0.0019268918345814788,0.7867094973983012
2010-02-16,0.0008284424909126071,0.0008016988940542707,0.0007360445402861767,0.0009611085240858247,0.0010432051045827708,0.001277721432247947,0.001286554332504786,-0.001086463894504605,0.0015889772637531655,0.0016246489548315225,0.004170000287415471,0.00889701132052619,0.0014925976309748546,0.0021851107951400277,0.0015377582727434701,-0.007015050603521583,0.7811906904637811
2010-02-17,0.0008050476597991621,0.0007984011392299881,-0.0007611878739646415,0.0009571935496667836,0.001041894454378011,0.0038186793047138403,0.001277273621054502,0.001119640734713749,0.0015511190046212928,0.0016768680936173359,0.004151093181581285,0.00836861083100474,0.0014738528264731678,0.0021855969868235705,0.001578896631375412,-0.009717345705510439,0.7735995904626182
2010-02-18,0.0008181063281265738,0.0008249512162412117,-0.0022552881563248786,0.0009858346108331624,0.0010779310384145377,0.003883172055374538,0.0038534883137203353,0.0034292782140487544,0.004415411087452959,0.005084821963672819,0.004236875666300608,0.008082572265740322,0.0014733349767770065,0.002285538086125903,0.001669048708726442,-0.014849874630433798,0.7621117335300934
2010-02-19,0.0025036531241285067,0.00246321291952654,0.002244178288477997,0.0029841354971661006,0.0011109216101090865,0.003918309957049415,0.003885214265081479,0.0035336638594017727,0.001463498551988083,0.005004491243257134,0.0042396156666824995,0.0027083615595455248,0.0016203778736093909,0.00692070259106748,0.0049889056020775485,-0.011728738517931056,0.7531731242860717
2010-02-22,0.0008654520487428466,0.0008751074376525026,-0.002353453844042141,0.0010588037413140718,0.003389824812205693,0.0014215067498372714,0.0013090051235149715,-0.001199557710202358,0.004533504865514797,0.005083644960518765,0.0042998416932921914,0.00873906961421276,0.0019043850435182812,0.007450935994885388,-0.005190804002678087,-0.020581042918584497,0.7376720358900157
2010-02-23,0.0008813046320764184,-0.000893243963210508,-0.0008138136026219812,0.0010822729329175891,0.0012065018567924818,0.004341128091473609,0.001347368188885914,-0.0012548189168724226,0.0044925390686910835,0.005072241058820005,0.004362810519776793,0.008568002720677469,0.0056353310283843,0.007265005567039115,-0.004939015943668765,-0.019254718506278044,0.7234683684890004
2010-02-24,-0.0008684237333628314,-0.0008735288647252196,-0.0008165598023075503,-0.0010621632111689136,-0.0011835522329270809,0.001486812795750428,0.001338290887401805,0.0012975682991441635,0.0014577010475822444,0.001726469318721522,0.0014783250826573306,0.008093286134896327,0.001827407417470397,0.00235398707258629,-0.004782190528379,-0.011075627296731092,0.7154555024786422
2010-02-25,0.0026296690360118153,0.0026420010892253287,-0.0007851779957979132,0.0032240083820521907,0.0035652335531552743,0.0014743323221447068,0.001330237036590604,0.0013418159550088614,0.0014673009759727323,0.0017239639511584972,0.0015006339464777218,0.0028068233680423674,0.0018387200187314468,0.002365024443161154,-0.00470081591381263,-0.010986570845493936,0.7075950999138622
2010-02-26,0.002639666150378885,0.0025925719610855333,0.0023383539541467313,0.00323899068474763,0.0034415709675260204,0.0042342267919960415,0.0039662093225635315,0.003966711716539655,0.0014507203009741004,0.005035661854109227,0.00439732646683321,0.0028100085801037846,0.005394022294692691,0.00709077829580458,0.004561612649289165,-0.015113417033827273,0.6969009200777713
2010-03-01,0.0023907238331280626,0.0024031319539703135,-0.0007906102564115963,0.0009483131718072922,0.0010757060899722394,0.004048844921028974,0.0012685295919972806,0.0012877607465223533,0.0014341502095912867,0.0046076224770271595,0.0014054794281269554,0.008177778306067258,0.004996916498624913,0.002316384765463198,-0.0015279305730131537,-0.012597486915849275,0.6881217198554482
2010-03-02,-0.0005475223811634199,-0.0005785050789114316,0.0007811357798468017,-0.0005438528665916728,-0.0008824856193077273,-0.001126246905395315,0.0012373144077475696,0.0012604161867985125,-0.0012237099675274454,-0.0013080549428090024,-0.0009689281144112093,-0.006304229210432343,-0.0012833032971341124,0.0021623360898157615,0.0032403055588031537,0.0030703294482400884,0.6902344802358941
2010-03-03,0.000511464218591862,0.0005453503971831172,-0.0020813950594883945,0.00040037383358592623,-0.0007874819179019666,0.0034770673223617236,0.0011235300401422435,-0.001324733069830281,0.0012731798119104466,0.001449397905961918,0.0009824211835361759,0.00661123192541693,0.001214708174614588,0.006586926335318106,-0.00125895557378791,-0.011227225127896576,0.6824850623352491
2010-03-04,-0.0004759917944792466,-0.0005046427095339067,-0.0019495287920381923,0.00040737514948614777,-0.0007736842378172731,0.00112042400637699,0.0010522263322584415,-0.0012546012405090885,0.0012550274490229108,-0.0014191737974838558,-0.000970790031474964,0.006204157974709891,-0.0011267213238211559,0.0064484408871624274,0.003613431026065382,-0.0047492669097821925,0.6792437586122797
2010-03-05,0.0015132447870650704,0.001591734797195964,0.0006585234106967962,0.0013211255612994362,0.0008008797965925631,0.003444851332250617,0.0031424477337719356,0.0013326302912187492,0.0037560807531809084,0.0014971556769209726,0.0029938736064833438,-0.0058998078020656005,0.003222797137857892,0.006482690489416661,0.0012749146194092752,-0.01131741260631346,0.6715564767358013
2010-03-08,0.0016718931486884678,0.0017668799258505213,-0.0021611916096534274,0.0015520787402588116,0.0025742063266845153,0.0036643884506997308,0.0031967286862208,0.004063069397691276,0.003852858480478684,0.004367213567230318,0.00284444339510621,0.006025842220144819,0.002721388865331625,0.006433500438248847,0.0013847252807102904,-0.012966234169046914,0.6628489182007048
2010-03-09,0.0005662303448997961,0.000595653385331604,-0.00213069890686853,0.0005387177105744309,-0.0008217121659721438,-0.0012111881168941285,0.0010566005603012522,-0.0013369489853518161,0.0012467245695898072,0.0014293398215620068,0.0009458635621806011,0.0020272389996015537,0.0008850507936356031,-0.0020645610198172654,-0.0013749987985986116,-0.003759095979758544,0.6603572054971092
2010-03-10,-0.0007280348137844304,-0.000725934105302095,-0.000704916094834162,0.0008778056667129184,-0.0009697522460802919,0.0012763808405768745,-0.001112148279336115,-0.0012613909729261342,-0.0012646498831733663,-0.0014275806937909842,-0.0011353813392799568,0.00615838343108139,-0.0013387760833601478,-0.0019871654871126843,-0.004206228160109782,-0.002883377634444258,0.6584531463000347
2010-03-11,-0.0007201519960647367,-0.0007210683676106082,-0.0007215129725216798,0.002633472306756153,0.000982077725945748,-0.0012811878712823495,-0.0011087176609027125,0.001285173316611155,-0.0012404963380667528,0.0014475157790514949,-0.001083257125845093,0.006068051526650435,-0.0012967204525514322,0.005945527754153427,-0.004137740224766261,-0.0084105425902782,0.6529151980693756
2010-03-12,0.0020925135826254148,0.00208029525658835,0.0021912539242464227,0.0025523245784080956,0.002842142068978294,0.0038250766595572367,0.0011916543834778624,0.0038363959260146884,0.003646205587117706,0.001467263277075493,0.003114107519195487,-0.001995449623832284,0.0037454313784903927,0.0059310048010351455,0.004069574169834743,-0.012640367651392304,0.644662109920597
2010-03-15,0.0019728697807254035,0.0019575420853996453,-0.0023418666056250954,0.0021470872506678704,0.0027450123528045506,0.0039295654464861695,0.0037588694654242596,0.001339308052908626,0.0036827003724395763,0.004270004412563258,0.002725678984276688,0.00578904052588309,0.003452663598053215,0.005931760709414859,0.0013919064178675904,-0.012640086635060504,0.6365135250008598
2010-03-16,0.0006969786141374196,0.0006844567268652468,-0.0007841321689748263,0.0007596508780169735,0.0009510118640310805,0.0013480123877836361,0.0012743900147332368,-0.001364976892527789,0.003701758686350413,0.0014590228009519217,0.0028099861224005784,0.002002032956850209,0.003417723664733967,0.005919939608901812,-0.004091231334259518,-0.010597051333858416,0.6297683585017305
2010-03-17,0.0006799263231003595,0.0006631004369078873,-0.002357741372018824,0.0020019788013353325,0.0028427050105246233,0.00133256630956921,0.0038456102453288746,-0.0013564249944457104,0.003757717818638854,0.0043899363993302335,0.002793697338493162,0.005932004266068491,0.0035031082909554555,0.005984797928152126,-0.0012945301255486122,-0.012771808900767536,0.6217250773751963
2010-03-18,-0.0006509377923814014,-0.0006355208999795515,-0.0023086011480334375,0.0018551931389725529,0.0009380165052190351,0.0012928857841571237,-0.0012538534816183236,-0.001340661901135126,0.0012739761659225197,-0.0014271179093842382,0.0009279535698581996,0.005823488904078339,0.0011746967378969849,0.006004749746559298,0.001245553382980182,-0.006948639852700628,0.6174049337251236
2010-03-19,0.0017411643780391407,0.001776769055308516,0.0022970005437097595,0.0017107952095969663,0.0026351692485254903,0.003669527072133063,0.0037326501055969905,0.003916334893083327,0.0037358984621345378,0.004247046982234997,0.0009374756087291912,0.005770514419295075,0.0012215036009513795,0.006005922067584951,0.0034507600009159372,-0.013865894964587594,0.6088440617634729
2010-03-22,0.0016824244403078165,0.001764217300242062,-0.0023435275484107996,0.0015429704207533647,0.00256385862911941,-0.001211278055228413,0.00364072292654501,0.0013393470888488686,0.00376505711499057,0.004300834592301241,0.0027330289505375135,0.005891805835786198,0.003568908871305463,0.006123248847385137,-0.0011881514001788275,-0.01278511373242084,0.6010599211885179
2010-03-23,0.001766608927991301,0.001837606099146093,-0.002273427126942104,0.001654032757248472,0.002581825340947636,0.0012639631114404737,0.0036575851033444594,0.0013977359544574421,0.0037562941072594555,0.001461667071184313,0.0009336817315861058,0.006064222782179222,-0.0011637882036951272,0.002069811467819662,-0.0012348330717501348,-0.009243694155971056,0.5955039071076392
2010-03-24,-0.000566836478058186,-0.0005895051292907648,-0.0007502447566466958,0.00045026940466443444,0.0008321441648633068,0.003631288787853122,0.0011796588258820417,0.00405548603933652,0.0012681162345554047,0.004458890712994461,0.0009365472871651553,0.006047823092796812,0.0035257611254486698,0.0061922919835276855,-0.0012073716086420246,-0.012043761522511796,0.5883318000647109
2010-03-25,-0.0005524607573813222,-0.0005739017030515236,0.000728903301856699,-0.00040269639887299634,-0.0008104192728821738,0.003550122148775756,0.003420133611473673,0.003942091939342997,0.0012759138302506714,0.0015014306617233744,-0.0009227581864587045,0.006021125535967274,0.0035082579380847283,0.00611996343223177,-0.0012159740732819713,-0.009020509811280693,0.5830247472899387
2010-03-26,0.0005555129410502122,0.0005817460348686766,0.0022004255785181863,0.0011896746673673362,0.0008132315218598525,0.0012102318125732277,0.0012040696914530885,0.0013663166647204887,0.001275133673458613,0.001525888149318307,0.0009450266076845969,0.006022901467652875,0.0012000689869901616,0.006066197967698961,0.0012409818195020198,-0.009705593224173033,0.5773661462531162
2010-03-29,0.0015503613451552415,0.0016371373244876265,-0.002188453077089905,0.0011408611905154153,0.002445435243969196,0.0036542156588812154,0.0036481038332607,0.004201399205588772,0.00387482740154863,0.0045641357457213245,0.002799912116190368,0.005976714044219513,0.0036386486240508093,0.006054798778285151,0.0013499481690194908,-0.013615680714507921,0.5695049131503679
2010-03-30,0.001694921930427251,0.0017696448177027034,0.0020812654589940816,0.001302020602427942,0.002517032235527537,-0.0012476830303572175,0.001191814490687381,-0.0014146696401948335,-0.0012454770882111884,0.004544551903806679,0.0009802445208722268,0.005967518951047026,-0.0011417709363032709,-0.001979030000165399,0.001382614735925021,-0.0017117035300965246,0.5685300895801211
2010-03-31,0.00052181248906323,0.0005452753629572557,-0.0006860894881040402,0.00041846884027709093,-0.0008070115797364381,0.0012011929937796547,0.001151661893282125,-0.003950309295089175,-0.0012053788697373685,-0.0014911312970063398,-0.0009612374435442074,0.00570224540401549,-0.0011210024356506764,0.005778900269086419,0.0013586889842418467,-0.0020471766562402643,0.5673662080523625
2010-04-01,-0.0006047565516285497,0.0018673362236956896,-0.0007537329740900746,0.0017137188468620457,0.002558374086349728,0.003964373731637424,0.0035355398958732387,0.004019656074355663,0.003574306123371579,0.004287947567993469,0.002861785373115486,0.005869681649579317,0.0027944806421728963,0.005754350719197864,-0.0014579985169511777,-0.013018016986489451,0.5599802251183768
2010-04-02,0.00045315732259050784,0.0005906492354759432,-0.0016578429724356536,0.000515493817688446,0.0008008092185470792,0.003785854719811317,0.003887067399924338,-0.004257277772624434,0.0010154456781437202,0.0013884533723270683,0.0008880277342803772,0.001756375002480824,0.0010352343027149335,0.00554638544524356,0.0015237157351220027,0.0,0.5599802251183768
2010-04-05,0.0009542076495203016,0.001351160504850614,-0.0018216534411489218,0.0013007035263361017,0.0017291050817066628,0.0033594554834414365,0.003586869037153074,-0.0013340311823642481,0.002718970627738575,0.003752851035388879,0.0021988198268217693,0.004583630813100384,0.003431510927561394,0.005681938742025706,0.004175861166864558,-0.008681934786454336,0.555118513322195
2010-04-06,0.0010280592244788214,0.0014322774251901255,-0.0017632535491842003,0.0013977139139446989,0.0018211027428921948,0.0011623526717623662,0.0011566866591149216,-0.003994559798107336,0.0009162128538018574,0.0012841583364210836,0.0007677049153579597,0.004769928808276129,0.0011240399225076133,0.005611077597735022,0.0014233131232898122,-0.006531353047389547,0.5514928383285457
2010-04-07,0.00036369535487332054,0.0004985931948966038,-0.0017510220571655168,0.0014108922606925528,0.0019046723939384138,0.0034201423778786053,0.0011291776801052535,-0.0038228825985947837,0.0027647377975754633,0.003923268461269485,0.002388526755538039,0.004670080300731522,0.003371693425465627,0.005679974225083748,0.0013888774816909434,-0.009721976753901978,0.5461312377743721
2010-04-08,0.00037740114756731717,0.0015417860452058086,-0.0017194016377966043,-0.00046378542577372946,-0.0006520820904005901,0.0011288711961231841,0.0033377060805373847,0.0013354952973807295,-0.0009113225766767361,-0.0013069899772091339,-0.0008102750062292331,0.004635521140703207,-0.0011130826916040336,0.0019247827448691578,0.003968137997485883,-0.001924360388232476,0.5450802844536227
2010-04-09,0.0011768347597523746,0.0015708729264048565,0.0017403161243303563,0.001384938938140688,0.0006693280202142255,0.0011276354435795675,0.0011298049732828335,0.00131189345815434,0.0027238550794517736,0.003924912381429574,0.002486027742485363,0.001579761573866411,0.0033057964127244737,0.005780211568557116,0.0013095077010553456,-0.010787012603995155,0.5392004965550322
2010-04-12,0.001825254029126366,0.0019128815544247272,-0.0006782691544366191,0.001700382255747666,0.00269000273007116,0.001322332006147297,0.003516862008622342,0.0014071115389700831,0.0033751711345042343,0.0041478924255167245,0.0027076963955057153,0.005949938324550986,0.0028128257562930192,0.005675086915771608,-0.0014450429047763822,-0.01212122834873687,0.5326647242105363
2010-04-13,0.001933657774791578,0.0020086180264524715,-0.0019085649093918964,0.0018238480978608458,0.0027492726500254337,0.0013737666133261366,0.0036024032219820496,-0.0014225823387088903,0.0032850407433313317,0.0042295878759674365,0.0009337065800817453,0.006046675294792883,0.002868188556158484,0.005694828391559401,0.0014758990319063581,-0.010723980676012539,0.526952438001309
2010-04-14,0.0006028256629672603,0.0019759030726507806,-0.0006231277089309358,0.0017366596193396989,0.002651178307758417,0.004021292988794029,0.001250182212375304,0.004279910714517962,0.003181735869952779,0.004245724325264591,0.0028159681767586215,0.00572676122446035,0.0029331972995257347,0.005675607342242304,-0.0014730098771170825,-0.012930795407881581,0.5201385238358297
2010-04-15,-0.0005391493622777987,-0.0006311517534891893,-0.0005929040153935448,-0.0005481343296920415,-0.0024754764507037338,0.0013227520892131357,-0.0012238897580956307,-0.0014022692320053427,0.0010423431152142807,-0.003867803655371681,-0.00266197059481948,0.00538406756859562,-0.000981902387708722,0.001852143023017242,0.001482919708457697,-0.0004627322856134928,0.5198978389478596
2010-04-16,-0.001496002471018061,-0.0018085780464457766,-0.0018611462989906373,-0.0005324861919599597,-0.0024394222772397703,-0.0012703241410374608,-0.0012467190898086617,0.001401356982553824,-0.0010135249682729146,-0.0012890371176259951,-0.0008905440309272666,0.0017655220230327138,-0.0010251834310770435,0.0018708845047655063,0.0014881880599696231,-0.0015721482089470335,0.5190804824915223
2010-04-19,0.0012795589564872014,0.0016891901850983485,-0.0005914675566231521,0.0014658064721362056,0.0023571149235182922,0.003801837216848471,0.003856550816632598,0.004520786754810296,0.0030542392866558235,0.003699746225808165,0.002478264019251379,0.0050929301485378095,0.0030724568369386454,0.0056160544271680385,0.004686729770128384,-0.009195345099349758,0.5143073583206758
2010-04-20,0.0004965669186296265,-0.001834129563596957,-0.0018954088339407354,0.0005307286565668142,-0.0008721852072789104,0.0013745026980643731,-0.004140473353175958,-0.004822781174779862,0.0011162418417959361,0.0013804315685297332,0.0009202154969990806,-0.0053193363586823824,0.0011490421522206003,0.0020674177938493827,0.004893458653822233,-0.007317539193884748,0.5105438940684609
2010-04-21,0.0004353809421523552,0.0005315493439252322,-0.0006356043511714022,0.000515133789016631,0.0008267288714021895,0.0013344304935686286,0.0012507314479705104,0.001528569493727704,0.0010874194973656106,0.0013595996514770112,0.0009008918843040414,0.00534899403083913,0.0011511164541125835,0.0061900878850944105,0.004866775095333094,-0.004610817972297506,0.5081898691060434
2010-04-22,0.0010027090594308449,0.0014438195715461017,0.00062974046075846,0.0004670653805213972,0.0007711351092189442,-0.001279231855250459,0.0036536891966765074,0.001493487232341923,0.003144916040747194,0.003988909228306515,0.0008762745844434666,0.005207455781145241,0.0011500957450906344,0.006136166267875121,0.0015935128636009495,-0.006801447866323604,0.5047334422051247
2010-04-23,0.00032608058544532245,0.00046053335251290814,0.0006512274487638721,0.0014015615975852824,0.0007489289476907716,0.0012974815725347263,0.0012823023395695696,0.0044127443431327676,0.0010646172453235337,0.001332377750550211,0.0025867821006701256,-0.004982878279572868,0.0012326899864948473,-0.0020622041737324284,-0.004601225371990943,-0.00870442930573193,0.5003400256392115
2010-04-26,0.0010003502689127127,0.0012903670897809424,-0.0006595873592272471,0.0013713747497335622,0.0019763705601263475,0.003978110636628437,0.0038582000429424274,-0.0014739235746721654,0.003173392354947452,0.003845390065432755,0.0023627294411304486,0.004524588637872475,0.003534171712500591,0.006188981156522745,0.004552245773067831,-0.006894138252468084,0.4968906123292114
2010-04-27,0.00035735356002452435,0.00045534486310131996,-0.0006506873690815039,0.00048550612197821634,0.0006675229471848984,0.0013560782205360436,0.0013110551311191424,0.0014959083182040564,0.0010289273533778786,0.0012690363675435707,0.0007819675702596997,0.004671284814807553,0.0011427981760245471,0.0020409183883606983,0.004493460887363622,-0.002783720718400757,0.4955074076368918
2010-04-28,0.00033114871286721515,0.00043500029348068404,-0.0006506043122885793,0.001431399903108876,0.001852679066184551,0.003943612072902004,0.0038432162889557113,0.004353469212180696,0.002954466791541558,0.003772169764190281,0.002286069232260954,0.004542954075515818,0.0034818579394149535,0.006098618553180203,0.0014882786847816947,-0.009406903414623233,0.49084621731202116
2010-04-29,0.0009192674366949144,0.0012581058117338223,0.0006472894139844923,0.001405842257944494,0.0017325608303851393,0.003833900458249177,0.0012623744468007343,0.001439582218363274,0.0009552921082165871,0.003717673705449407,0.0007349642590976236,0.004404113490212873,0.0011664618873748482,0.00604026443746534,0.001484631517993926,-0.006010493149846654,0.4878959894852391
2010-04-30,0.0003155710303305104,0.000423085901804328,-0.002041286963864898,0.000433451253837784,0.0005783711658296945,-0.0012374579119318226,-0.0012774539296247437,0.0014194077215887416,-0.0009466568208821181,-0.0012367182196667136,-0.0007442447305880766,0.004111578346577739,-0.001241792370107843,0.0021272576129592095,-0.004263819278268542,-0.006262701242741475,0.48484044266556137
2010-05-03,-0.002153537991104779,0.0006462677990804742,-0.001979436186013067,-0.0020531443488249015,-0.0022386828830240732,-0.0013896037962817607,-0.004326032000443896,-0.0017196920507061716,-0.003271754087018263,-0.003903977268204072,-0.0024512774050740324,-0.0054903491028946965,0.0011941567299985692,0.0067780486621848565,-0.005086936712499167,-0.020767960608813883,0.4747712954507231
2010-05-04,0.0007197586998448326,0.002057443527226722,0.0006330604166207331,0.002111424728512152,0.002247694131135831,0.0014838646944295118,0.001327534455336639,-0.0017169482797771815,0.001194788249262022,0.001341714609249258,0.0008039939618996268,0.005735882020619952,0.0011963894470296828,0.002312265286004913,0.0015880675802256025,-0.002801372031730234,0.4734412844221791
2010-05-05,-0.0006092203700457252,-0.0006404016228673266,-0.0018772786335774898,0.0006523113657859072,0.000693393314233867,0.004239999968409184,0.0038651078437478823,0.0016884791451903841,0.003318195537944792,0.003989568937928774,0.0023655410220959215,0.0018673474218334003,0.0036959076762538502,0.00682072858676953,0.0015492742327039846,-0.01030287121554562,0.4685634798406549
2010-05-06,0.0005872925743073793,0.0006352457559584338,-0.0006157074564705833,-0.0006373112445562135,0.0006808201023529219,0.004102800769085564,0.0038265657965423673,0.004928994701896165,0.0031444790767573903,0.0039352908567149795,0.002333264957720521,-0.001814056725699746,0.00375443059605507,0.0022891639128592165,0.0015385073062388081,-0.006442020950602381,0.4655449840868342
2010-05-07,0.0017045965524685356,0.0018641279677689302,0.0006267725289086349,0.0018626386905200452,0.0006691750564682233,0.0013427679660314353,0.0013002156489254585,0.0017730097059326998,-0.0010061019868166912,0.0012995036679775236,0.0007927192552453891,-0.00181566213398586,0.0013397497921662836,0.00691633686890786,-0.004454342636491499,-0.010526255328542383,0.460644538717414
2010-05-10,0.00039623595092367714,0.0005202860708468479,-0.0007562292866436181,0.0004463254437878228,0.0006119784860261753,0.004136984746344617,-0.0038238247145319145,-0.001526898636804102,0.0030982922712515545,0.001408361895045877,0.0028271738839412727,0.004505647332585789,0.0014303499541284215,0.006789899519923273,0.0013933035267809336,-0.009950128592647775,0.4560610663216748
2010-05-11,0.0012826323666731217,0.0016610305740241932,0.0007455739740964328,0.001434307139703526,0.001924154092592477,0.004185843780559594,0.003873612241129327,0.0016348518303800092,0.00306500556536739,0.004086219083488393,0.002742751323125371,0.004756561045210597,0.004128517952031773,0.006747020557507762,0.004228996722138258,-0.007721264907707722,0.4525396980145135
2010-05-12,0.00043803352722737797,0.0005573630220810567,-0.0021786095632128264,0.001478120086777499,0.0019115140766718802,0.004046927963093427,0.003812348743013272,-0.0016504959739815658,0.003011099384057212,0.004055267343465387,0.0026582927692212844,0.004853228798914214,0.0041866812899503045,0.0068148308287927254,0.001437753823309574,-0.010713519871192035,0.44769140496733173
2010-05-13,0.0004434996192737732,0.0005552898765054753,0.0006948924575004534,0.0004967960997018341,0.000621766239498747,0.0012914026315731697,0.001236235726119409,-0.0016480574251043277,0.0009732446270476652,0.001308234886260091,0.0008399772798183102,0.004840854679107451,0.0013715584064530498,0.002257250045469377,0.001424107251990981,-0.0027351005608380855,0.4464669239545232
2010-05-14,0.00138394411480298,0.000570068427582318,0.0007045605430480308,0.0015297117300116,0.0006339885443954213,-0.0012867581582943102,0.0037828336995766186,0.0017452776204689795,-0.0009783872309811039,0.0039153003290138015,0.0008506562758794742,-0.001672210315719434,0.004086537773728135,-0.00228821306508069,-0.0014554915874777355,-0.007499667889166544,0.4431185703013665
2010-05-17,0.000507879405643259,0.0005980172465861536,-0.0021492439497926823,0.0005489980397699968,0.000665220909484153,0.004085158288005039,0.001302726972821589,-0.0018621297229404919,0.003117860039477125,0.001327113625420837,0.0024459992311415164,0.0051423586850251855,0.0012505353932402788,0.0072087788197049505,0.0015426663770051175,-0.00919221634981875,0.439045328534534
2010-05-18,0.0016217176948037958,0.001888132572451625,-0.0007098830331912736,0.0017398400309048222,0.002091856696733017,0.004109027715880777,0.004033499273827957,0.001954355702633313,0.0010551050237600382,0.0013230803689091167,0.0008130466188865688,0.005308759560260818,0.0012230456667757408,0.0023876858235134762,0.004625620679901289,-0.005085624545821146,0.43681250883501066
